# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
HD24616	J.P.Fulbright+,ApJ, 595, 1154, 2003	03 53 59.46	-23 08 13.5	5050	3.3	-0.7	-0.74	
HD247168	A.M.Boesgaard+,ApJ, 743, 140, 2011			5620	4.33	-1.74	-1.74	
HD247297	A.M.Boesgaard+,ApJ, 743, 140, 2011			5758	4.07	-0.55	-0.55	
HD250792	P.E.Nissen+,AAP, 511, L10, 2010	06 03 14.86	+19 21 38.7	5489	4.47	-1.01	-1.01	-0.09
HD250792	B.E.Reddy+,MNRAS, 367, 1329, 2006	06 03 14.86	+19 21 38.7	5357	4.69	-1.01	-1.06	0.05
HD250792	T.Gehren+,AAP, 451, 1065, 2006	06 03 14.86	+19 21 38.7	5600	4.32	-1.02	-1.01	0.04
HD250792	J.Melendez+,AAP, 515, L3, 2010	06 03 14.86	+19 21 38.7	5568	4.4	-1.01	-1.01	
HD250792	P. E. Nissen+,AAP, 530, A15, 2011	06 03 14.86	+19 21 38.7	5489	4.47	-1.01		
HD250792A	H.L.Yan+,AAP, 585, 102, 2016	06 03 14.86	+19 21 38.7	5489	4.47	-1.01	-1.01	
HD25173	Y.Q.Chen+,, 141, 491, 2000	04 07 24.02	+75 10 30.2	5867	4.07	-0.62	-0.61	0.07
HD25329	M.Bergemann+,AAP, 492, 823, 2008			4800	4.66	-1.84	-1.84	
HD25329	R.G.Gratton+,AAP, 354, 169, 2000			4840	4.85	-1.69	-1.73	0.23
HD25329	R.G.Gratton+,AAP, 404, 187, 2003			4789	4.68	-1.76	-1.81	0.22
HD25329	T.V.Mishenina+,AAP, 396, 189, 2002					-1.73	-1.73	
HD25329	G.Bihain+,AAP, 423, 777, 2004			4721	4.65	-1.78	-1.61	
HD25329	J.Melendez+,ApJ, 556, 858, 2001			4750	4.7	-1.75	-1.75	
HD25329	T.V.Mishenina+,AAP, 370, 951, 2001			4850	4.25	-1.73	-1.73	
HD25329	J.P.Fulbright+,AJ, 120, 1841, 2000			4700	4.8	-1.7	-1.83	0.21
HD25329	I.U.Roederer+,ApJ, 724, 975, 2010						-1.67	
HD25329	J.Simmerer+,ApJ, 617, 1091, 2004			4842	4.66	-1.67	-1.67	
HD25457	Y.Q.Chen+,, 141, 491, 2000	04 02 36.75	-00 16 08.1	6162	4.28	-0.11	-0.11	
HD25532	J.P.Fulbright+,AJ, 120, 1841, 2000			5525	2.2	-1.1	-1.24	0.02
HD25532	J.P.Fulbright+,ApJ, 595, 1154, 2003			5400	2.34	-1.3	-1.17	
HD25532	I.U.Roederer+,ApJ, 724, 975, 2010						-1.34	
HD25532	Y.Saito+,PASJ, 61, 549, 2009			5450	3.02	-1.46	-1.32	
HD25532	J.Simmerer+,ApJ, 617, 1091, 2004			5396	2.57	-1.34	-1.34	
HD25532	D.L.Burris+,ApJ, 544, 302, 2000			5300	1.9	-1.2	-1.29	
HD25665	T.Mishenina+,MNRAS, 484, 3846, 2019			4967	4.7	0.01	0.01	
HD25665	T.V.Mishenina+,AAP, 552, A128, 2013	04 09 35.04	+69 32 29.0	4967	4.7	0.01	0.01	
HD25665	T.V.Mishenina+,AAP, 547, A106, 2012	04 09 35.04	+69 32 29.0	4967	4.7	0.01	0.01	
HD25673	J.P.Fulbright+,AJ, 120, 1841, 2000	04 04 20.30	-04 39 18.0	5150	4.5	-0.5	-0.6	0.24
HD25673	R.G.Gratton+,AAP, 404, 187, 2003	04 04 20.30	-04 39 18.0	5008	4.6	-0.5	-0.54	0.11
HD25680	T.Mishenina+,MNRAS, 484, 3846, 2019			5843	4.5	0.05	0.05	
HD25680	T.V.Mishenina+,AAP, 552, A128, 2013	04 05 20.26	+22 00 32.1	5843	4.5	0.05	0.05	
HD25680	T.V.Mishenina+,AAP, 547, A106, 2012	04 05 20.26	+22 00 32.1	5843	4.5	0.05	0.05	
HD25704	K.Jonsell+,AAP, 440, 321, 2005	04 01 44.60	-57 12 25.0	5758	4.16	-0.97	-0.98	0.25
HD25704	P.E.Nissen+,AAP, 511, L10, 2010	04 01 44.60	-57 12 25.0	5868	4.26	-0.85	-0.85	0.17
HD25704	R.G.Gratton+,AAP, 404, 187, 2003	04 01 44.60	-57 12 25.0	5792	4.2	-0.87	-0.92	0.12
HD25704	C.J.Hansen+,AAP, 545, A31, 2012	04 01 44.60	-57 12 25.0	5700	4.18	-1.12	-1.12	
HD25704	H.L.Yan+,AAP, 585, 102, 2016	04 01 44.60	-57 12 25.0	5868	4.26	-0.85	-0.85	
HD25704	P. E. Nissen+,AAP, 530, A15, 2011	04 01 44.60	-57 12 25.0	5868	4.26	-0.85	-0.85	
HD25998	Y.Q.Chen+,, 141, 491, 2000	04 08 36.62	+38 02 23.1	6147	4.35	-0.11	-0.11	
HD26	D.Karinkuzhi+,AAP, 645, 61, 2021	00 05 22.21	+08 47 16.08	5169	2.46	-0.98	-0.98	0.14
HD26	S.VanEck+,AAP, 404, 291, 2003	00 05 22.21	+08 47 16.1	5170	2.2		-1.25	
HD26297	R.G.Gratton+,AAP, 354, 169, 2000			4450	1.18	-1.67	-1.73	-0.23
HD26297	J.P.Fulbright+,ApJ, 595, 1154, 2003			4350	1.46	-1.7	-1.89	
HD26297	T.V.Mishenina+,AAP, 396, 189, 2002					-1.91	-1.91	
HD26297	J.Melendez+,ApJ, 556, 858, 2001			4390	1	-1.75	-1.75	
HD26297	D.L.Burris+,ApJ, 544, 302, 2000			4400	1.1	-1.7	-1.7	
HD26297	T.V.Mishenina+,AAP, 370, 951, 2001			4300	0.5	-1.91	-1.91	
HD26297	H.Jonsson+,AAP, 530, A144, 2011			4350	1.46	-1.51	-1.51	
HD26297	I.U.Roederer+,AJ, 147, 136, 2014			4400	1.1	-1.72	-1.98	-0.18
HD26297	J.P.Fulbright+,AJ, 120, 1841, 2000			4500	1.2	-1.6	-1.71	-0.26
HD26297	I.U.Roederer+,ApJ, 724, 975, 2010						-1.98	
HD26297	J.Simmerer+,ApJ, 617, 1091, 2004			4322	1.11	-1.98	-1.98	
HD263175	T.Mishenina+,MNRAS, 484, 3846, 2019			4734	4.5	-0.16	-0.16	
HD263175	T.V.Mishenina+,AAP, 552, A128, 2013	06 46 05.05	+32 33 20.4	4734	4.5	-0.16	-0.16	
HD263175	T.V.Mishenina+,AAP, 547, A106, 2012	06 46 05.05	+32 33 20.4	4734	4.5	-0.16	-0.16	
HD2665	G.Israelian+,ApJ,  557, L43, 2001			4990	2.5	-2	-2	
HD2665	R.G.Gratton+,AAP, 354, 169, 2000			5061	2.35	-1.95	-1.99	-0.25
HD2665	J.P.Fulbright+,ApJ, 595, 1154, 2003			5025	2.12	-1.9	-1.88	
HD2665	Y.Saito+,PASJ, 61, 549, 2009			5020	1.92	-2.09	-1.96	
HD2665	N.Ryde+,AAP, 415, 559, 2004			4990	2.5	-1.74	-1.74	
HD2665	J.Melendez+,ApJ, 556, 858, 2001			5030	2.2	-1.9	-1.9	
HD2665	D.L.Burris+,ApJ, 544, 302, 2000			5000	2.2	-3	-1.8	
HD2665	J.P.Fulbright+,AJ, 120, 1841, 2000			5050	2.2	-1.8	-1.94	-0.26
HD2665	I.U.Roederer+,ApJ, 724, 975, 2010						-1.99	
HD2665	J.Simmerer+,ApJ, 617, 1091, 2004			4990	2.34	-1.99	-1.99	
HD26913	T.V.Mishenina+,AAP, 547, A106, 2012	04 15 25.79	+06 11 58.7	5656	4.5	-0.04	-0.04	
HD26923	T.Mishenina+,MNRAS, 484, 3846, 2019			5920	4.4	-0.03	-0.03	
HD26923	T.V.Mishenina+,AAP, 552, A128, 2013	04 15 28.80	+06 11 12.7	5920	4.4	-0.03	-0.03	
HD26923	T.V.Mishenina+,AAP, 547, A106, 2012	04 15 28.80	+06 11 12.7	5920	4.4	-0.03	-0.03	
HD27406	T.V.Mishenina+,AAP, 547, A106, 2012	04 20 12.97	+19 14 00.5	5949	4.1	0.04	0.04	
HD274939	A.E.GarciaPerez+,AAP, 451, 621, 2006	05 33 17.96	-47 56 13.8	5090	2.79	-1.51	-1.49	
HD274939	A.E.GarciaPerez+,AAP, 447, 299, 2006	05 33 17.96	-47 56 13.8	5090	2.79	-1.49	-1.49	
HD28005	T.Mishenina+,MNRAS, 484, 3846, 2019			5980	4.2	0.23	0.23	
HD28005	T.V.Mishenina+,AAP, 552, A128, 2013	04 27 24.70	+46 51 11.4	5980	4.2	0.23	0.23	
HD280067	J.P.Fulbright+,AJ, 120, 1841, 2000	04 40 30.20	+35 12 56.0	5650	4.5	-0.3	-0.42	0.05
HD280067	R.G.Gratton+,AAP, 404, 187, 2003	04 40 30.20	+35 12 56.0	5480	4.71	-0.69	-0.67	0.07
HD28099	T.V.Mishenina+,AAP, 547, A106, 2012	04 26 40.12	+16 44 48.8	5781	4.32	0.17	0.17	
HD28344	T.V.Mishenina+,AAP, 547, A106, 2012	04 28 48.30	+17 17 07.7	5904	4.3	0.12	0.12	
HD283750	T.V.Mishenina+,AAP, 547, A106, 2012	04 36 48.24	+27 07 55.9	4831	4.8	0.34	0.34	
HD283807	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 44 42.06	+25 56 09.6	5610	4.61	-0.63	-0.68	0.27
HD284248	P.E.Nissen+,AAP, 511, L10, 2010	04 14 35.50	+22 21 04.0	6135	4.25	-1.57	-1.57	-0.15
HD284248	J.P.Fulbright+,AJ, 120, 1841, 2000	04 14 35.50	+22 21 04.0	6025	4.2	-1.5	-1.66	0.16
HD284248	R.G.Gratton+,AAP, 404, 187, 2003	04 14 35.50	+22 21 04.0	6179	4.39	-1.56	-1.61	0.1
HD284248	J.R.Shi+,AAP, 465, 587, 2007	04 14 35.50	+22 21 04.0	6202	4.23	-1.61	-1.6	
HD284248	J.Melendez+,AAP, 515, L3, 2010	04 14 35.50	+22 21 04.0	6285	4.29	-1.56	-1.56	
HD284248	P. E. Nissen+,AAP, 530, A15, 2011	04 14 35.50	+22 21 04.0	6135	4.25	-1.57	-1.57	
HD28447	T.Mishenina+,MNRAS, 484, 3846, 2019			5639	4	-0.09	-0.09	
HD28447	T.V.Mishenina+,AAP, 552, A128, 2013	04 30 20.06	+28 07 54.8	5639	4	-0.09	-0.09	
HD285571	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 13 10.96	+16 46 00.6	5554	4.45	-0.24	-0.29	0.13
HD285690	T.V.Mishenina+,AAP, 547, A106, 2012	04 18 19.27	+16 05 18.0	5027	4.6	0.13	0.13	
HD28645	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 33 14.18	+46 41 53.7	5701	4.48	-0.45	-0.5	0.14
HD286891	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 34 25.97	+12 44 03.2	5532	4.63	-0.65	-0.7	0.17
HD28992	T.V.Mishenina+,AAP, 547, A106, 2012	04 34 35.31	+15 30 16.6	5854	4.3	0.15	0.15	
HD29139	A.Alves-Brito+,AAP, 513, A35, 2010	04 35 55.24	+16 30 33.5	3891	1.2	-0.13	-0.13	0.26
HD29150	T.Mishenina+,MNRAS, 484, 3846, 2019			5733	4.3	0	0	
HD29150	T.V.Mishenina+,AAP, 552, A128, 2013	04 36 13.96	+21 32 11.6	5733	4.3		0	
HD29310	T.Mishenina+,MNRAS, 484, 3846, 2019			5852	4.2	0.08	0.08	
HD29310	T.V.Mishenina+,AAP, 552, A128, 2013	04 37 31.99	+15 08 47.2	5852	4.2	0.08	0.08	
HD29310	T.V.Mishenina+,AAP, 547, A106, 2012	04 37 31.99	+15 08 47.2	5852	4.2	0.08	0.08	
HD29370	M.Purandardas+,MNRAS, 486, 3266, 2019	04 35 40.04	-42 00 05.58	4970	2.4	-0.15	-0.13	0.23
HD29400	R.G.Gratton+,AAP, 404, 187, 2003	04 42 50.20	+66 44 09.0	5302	4.38	-0.35	-0.4	0
HD29400	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 42 50.20	+66 44 09.0	5285	4.61	-0.41	-0.46	0.2
HD29503	A.Alves-Brito+,AAP, 513, A35, 2010	04 38 10.82	-14 18 14.5	4470	2.5	-0.05	-0.02	0.05
HD29528	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 39 36.50	+13 07 23.2	5386	4.53	0.15	0.1	-0.06
HD29574	H.N.Li+,ApJ, 765, 51, 2013			4200	0.1	-1.93	-1.76	-0.47
HD29574	W.Aoki+,PASJ, 60, L7, 2008			4250	0.3	-1.8	-1.86	
HD29574	J.P.Fulbright+,ApJ, 595, 1154, 2003			4200	0.78	-1.8	-1.68	
HD29574	Y.Saito+,PASJ, 61, 549, 2009			4230	0.02	-1.81	-1.76	
HD29574	J.Melendez+,ApJ, 556, 858, 2001			4131	0.2	-1.84	-1.84	
HD29574	D.L.Burris+,ApJ, 544, 302, 2000			4250	0	-1.65	-1.64	
HD29574	H.Jonsson+,AAP, 530, A144, 2011			4200	0.78	-1.7	-1.7	
HD29574	J.P.Fulbright+,AJ, 120, 1841, 2000			4300	0.4	-1.7	-1.86	-0.11
HD29574	J.A.Johnson+,ApJ, 579, 616, 2002						-1.68	
HD29574	I.U.Roederer+,ApJ, 724, 975, 2010						-2	
HD29574	J.A.Johnson+,ApJ, 554, 888, 2001			4350	0.3	-1.7	-1.71	
HD29574	J.Simmerer+,ApJ, 617, 1091, 2004			4250	0.8	-2	-2	
HD29574	J.A.Johnson+,ApJS, 139, 219, 2002			4350	0.3	-1.7	-1.86	
HD29645	T.Mishenina+,MNRAS, 484, 3846, 2019			6009	4	0.14	0.14	
HD29645	T.V.Mishenina+,AAP, 552, A128, 2013	04 41 50.26	+38 16 48.7	6009	4	0.14	0.14	
HD29697	T.V.Mishenina+,AAP, 547, A106, 2012	04 41 18.86	+20 54 05.5	4453	4.5	0.01	0.01	
HD298986	K.F.Tan+,MNRAS, 392, 205, 2009	10 17 14.88	-52 29 18.7	6085	4.26	-1.33	-1.32	
HD298986	C.J.Hansen+,AAP, 545, A31, 2012	10 17 14.88	-52 29 18.7	6144	4.18	-1.48	-1.48	
HD298986	M.Asplund+,ApJ, 644, 229, 2006	10 17 14.88	-52 29 18.7	6103	4.22	-1.33	-1.33	
HD298986	J.Melendez+,AAP, 515, L3, 2010	10 17 14.88	-52 29 18.7	6223	4.26	-1.34	-1.34	
HD298986	P.E.Nissen+,AAP, 390, 235, 2002	10 17 14.88	-52 29 18.7	6071	4.21	-1.35	-1.32	
HD29907	M.Bergemann+,AAP, 492, 823, 2008	04 38 22.40	-65 24 57.6	5573	4.59	-1.6	-1.6	
HD29907	J.P.Fulbright+,AJ, 120, 1841, 2000	04 38 22.40	-65 24 57.6	5200	3.8	-1.6	-1.74	-0.18
HD29907	R.G.Gratton+,AAP, 404, 187, 2003	04 38 22.40	-65 24 57.6	5351	4.57	-1.48	-1.53	-0.25
HD3008	H.N.Li+,ApJ, 765, 51, 2013			4100	0.1	-2.06	-1.89	-0.37
HD3008	W.Aoki+,PASJ, 60, L7, 2008			4150	0	-1.8	-1.98	
HD3008	I.U.Roederer+,ApJ, 724, 975, 2010							
HD3008	J.Simmerer+,ApJ, 617, 1091, 2004			4250	1.03	-2.08		
HD3008	D.L.Burris+,ApJ, 544, 302, 2000			4150	0.6	-2	-1.76	
HD30443	M.Purandardas+,, 41, 36, 2020			4040	2.05	-1.68	-1.68	
HD30443	M.Purandardas+,MNRAS, 486, 3266, 2019	04 49 16.02	+35 00 06.49	4040	2.05	-1.68	-1.68	0.58
HD30495	T.Mishenina+,MNRAS, 484, 3846, 2019			5820	4.4	-0.05	-0.05	
HD30495	T.V.Mishenina+,AAP, 552, A128, 2013	04 47 36.29	-16 56 04.0	5820	4.4	-0.05	-0.05	
HD30495	T.V.Mishenina+,AAP, 547, A106, 2012	04 47 36.29	-16 56 04.0	5820	4.4	-0.05	-0.05	
HD30562	Y.Takeda+,PASJ, 57, 65, 2005	04 48 36.38	-05 40 26.6	5908	4.08	0.23	0.23	
HD30562	T.Mishenina+,MNRAS, 484, 3846, 2019			5859	4	0.18	0.18	
HD30562	Y.Takeda+,PASJ, 57, 45, 2005	04 48 36.38	-05 40 26.6	5908	4.08	0.23	0.27	
HD30562	T.V.Mishenina+,AAP, 552, A128, 2013	04 48 36.38	-05 40 26.6	5859	4	0.18	0.18	
HD30562	Y.Takeda+,PASJ, 59, 335, 2007	04 48 36.38	-05 40 26.6	5908	4.08	0.23	0.23	0.06
HD30608	A.Alves-Brito+,AAP, 513, A35, 2010	04 47 49.58	-30 01 13.3	4620	2.39	-0.28	-0.28	0.04
HD30649	Y.Saito+,PASJ, 61, 549, 2009			5570	4.12	-0.51	-0.94	
HD30649	J.Simmerer+,ApJ, 617, 1091, 2004						-0.59	
HD30649	T.Gehren+,AAP, 451, 1065, 2006			5765	4.26	-0.58	-0.57	0.22
HD30743	A.M.Boesgaard+,ApJ, 743, 140, 2011			6222	4.15	-0.62	-0.62	
HD30743	Y.Takeda+,PASJ, 57, 65, 2005	04 49 42.20	-13 46 11.0	6284	3.85	-0.47	-0.47	
HD30743	Y.Takeda+,PASJ, 57, 45, 2005	04 49 42.20	-13 46 11.0	6284	3.85	-0.47	-0.05	
HD30743	Y.Takeda+,PASJ, 59, 335, 2007	04 49 42.20	-13 46 11.0	6284	3.85	-0.47	-0.47	0.19
HD31128	A.M.Boesgaard+,ApJ, 743, 140, 2011			5882	3.94	-1.56	-1.56	
HD31128	I.U.Roederer+,AJ, 147, 136, 2014	04 52 09.90	-27 03 51.0	5630	3.6	-1.92	-1.87	
HD31128	J.P.Fulbright+,AJ, 120, 1841, 2000	04 52 09.90	-27 03 51.0	5825	4.3	-1.4	-1.57	-0.1
HD31128	R.G.Gratton+,AAP, 404, 187, 2003	04 52 09.90	-27 03 51.0	5970	4.45	-1.5	-1.55	-0.16
HD31501	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 57 59.37	+34 16 04.9	5334	4.6	-0.32	-0.37	0.09
HD3179	D.L.Burris+,ApJ, 544, 302, 2000	00 34 50.59	-21 52 55.8	5300	2.6	-0.8	-0.87	
HD32147	T.Mishenina+,MNRAS, 484, 3846, 2019			4945	4.4	0.13	0.13	
HD32147	T.V.Mishenina+,AAP, 552, A128, 2013	05 00 49.00	-05 45 13.2	4945	4.4	0.13	0.13	
HD32440	A.Alves-Brito+,AAP, 513, A35, 2010	04 55 11.20	-74 56 12.7	3941	0.95	-0.37	-0.37	0.12
HD32923	Y.Takeda+,PASJ, 57, 65, 2005	05 07 27.01	+18 38 42.2	5655	3.92	-0.2	-0.2	
HD32923	Y.Takeda+,PASJ, 57, 45, 2005	05 07 27.01	+18 38 42.2	5655	3.92	-0.2	-0.22	
HD32923	Y.Takeda+,PASJ, 59, 335, 2007	05 07 27.01	+18 38 42.2	5655	3.92	-0.2	-0.2	0.1
HD332518	T.V.Mishenina+,AAP, 547, A106, 2012	19 45 35.61	+30 00 36.8	4270	4.7	0.04	0.04	
HD33256	M.Takada-Hidai+,ApJ, 573, 614, 2002	05 08 43.70	-04 27 22.3	6440	3.99	-0.3	-0.46	
HD33449	B.E.Reddy+,MNRAS, 367, 1329, 2006	05 10 02.08	-07 04 18.3	5473	4.6	-0.49	-0.54	0.15
HD33632	T.Mishenina+,MNRAS, 484, 3846, 2019			6072	4.3	-0.24	-0.24	
HD33632	T.V.Mishenina+,AAP, 552, A128, 2013	05 13 17.45	+37 20 14.3	6072	4.3	-0.24	-0.24	
HD33632A	Y.Q.Chen+,, 141, 491, 2000	05 13 17.45	+37 20 14.3	5962	4.3	-0.23	-0.23	-0.05
HD33636	Y.Takeda+,PASJ, 57, 65, 2005	05 11 46.45	+04 24 12.7	5969	4.53	-0.13	-0.13	
HD33636	Y.Takeda+,PASJ, 57, 45, 2005	05 11 46.45	+04 24 12.7	5969	4.53	-0.13	-0.12	
HD33636	Y.Takeda+,PASJ, 59, 335, 2007	05 11 46.45	+04 24 12.7	5969	4.53	-0.13	-0.13	0.01
HD33771	L.Zhang+,ApJ, 706, 1095, 2009	05 10 49.56	-37 49 02.9	4635	1.54	-2.06	-1.89	-0.12
HD33771	M.N.Ishigaki+,ApJ, 753, 64, 2012	05 10 49.56	-37 49 02.9	4714	1.69	-2.04		
HD33771	M.N.Ishigaki+,ApJ, 771, 67, 2013	05 10 49.56	-37 49 02.9	4714	1.69	-2.03		
HD33771	M.Ishigaki+,PASJ, 62, 143, 2010	05 10 49.56	-37 49 02.9	4555	1.27	-2.23		-0.2
HD3403	B.E.Reddy+,MNRAS, 367, 1329, 2006	00 36 51.28	-24 29 47.8	5634	4.15	-0.28	-0.33	0.21
HD34328	M.Bergemann+,AAP, 492, 823, 2008	05 13 05.28	-59 38 44.3	5955	4.47	-1.66	-1.66	
HD34328	J.P.Fulbright+,AJ, 120, 1841, 2000	05 13 05.28	-59 38 44.3	5725	4.4	-1.5	-1.69	-0.18
HD34328	R.G.Gratton+,AAP, 404, 187, 2003	05 13 05.28	-59 38 44.3	5894	4.49	-1.65	-1.7	-0.12
HD34328	M.Bergemann+,AAP, 522, A9, 2010	05 13 05.28	-59 38 44.3	5955	4.47	-1.66	-1.66	
HD34411	Y.Takeda+,PASJ, 57, 65, 2005	05 19 08.47	+40 05 56.6	5889	4.23	0.11	0.11	
HD34411	T.Mishenina+,MNRAS, 484, 3846, 2019			5890	4.2	0.1	0.1	
HD34411	Y.Takeda+,PASJ, 57, 45, 2005	05 19 08.47	+40 05 56.6	5889	4.23	0.11	0.14	
HD34411	T.V.Mishenina+,AAP, 552, A128, 2013	05 19 08.47	+40 05 56.6	5890	4.2	0.1	0.1	
HD34411	Y.Takeda+,PASJ, 59, 335, 2007	05 19 08.47	+40 05 56.6	5889	4.23	0.11	0.11	0.07
HD34411A	Y.Q.Chen+,, 141, 491, 2000	05 19 08.47	+40 05 56.6	5773	4.02	0.01	0.01	0.08
HD344779	B.E.Reddy+,MNRAS, 367, 1329, 2006	19 41 52.38	+23 22 40.8	5697	4.05	-0.29	-0.34	0.2
HD3454	Y.Q.Chen+,, 141, 491, 2000	00 37 56.99	+47 24 27.8	6056	4.29	-0.59	-0.59	0.03
HD345957	I.U.Roederer+,AJ, 147, 136, 2014	20 10 48.16	+23 57 54.5	5520	3.7	-1.42		
HD345957	T.V.Mishenina+,AAP, 396, 189, 2002	20 10 48.16	+23 57 54.5				-1.33	
HD345957	T.V.Mishenina+,AAP, 370, 951, 2001	20 10 48.16	+23 57 54.5	5800	3.7	-1.33	-1.33	
HD35171	T.V.Mishenina+,AAP, 547, A106, 2012	05 23 38.38	+17 19 26.8	4576	4.7	0.02	0.02	
HD35296	Y.Takeda+,PASJ, 57, 65, 2005	05 24 25.46	+17 23 00.7	6167	4.26	0.05	0.05	
HD35296	Y.Takeda+,PASJ, 57, 45, 2005	05 24 25.46	+17 23 00.7	6167	4.26	0.05	0.47	
HD35296	Y.Takeda+,PASJ, 59, 335, 2007	05 24 25.46	+17 23 00.7	6167	4.26	0.05	0.05	0.03
HD35296A	Y.Q.Chen+,, 141, 491, 2000	05 24 25.46	+17 23 00.7	6015	4.24	-0.14	-0.14	
HD3546	A.Alves-Brito+,AAP, 513, A35, 2010	00 38 33.35	+29 18 42.3	4878	2.43	-0.62	-0.62	0.08
HD3546	T.V.Mishenina+,AAP, 396, 189, 2002	00 38 33.35	+29 18 42.3			-0.63	-0.63	
HD3546	T.V.Mishenina+,AAP, 370, 951, 2001	00 38 33.35	+29 18 42.3	4950	2.1	-0.63	-0.63	
HD3567	P.E.Nissen+,AAP, 511, L10, 2010			6051	4.02	-1.16	-1.16	-0.15
HD3567	R.G.Gratton+,AAP, 404, 187, 2003			6087	4.16	-1.19	-1.23	-0.3
HD3567	B.E.Reddy+,MNRAS, 367, 1329, 2006			6060	4.47	-1.04	-1.09	0.15
HD3567	C.J.Hansen+,AAP, 545, A31, 2012			6035	4.08	-1.33	-1.33	
HD3567	T.V.Mishenina+,AAP, 396, 189, 2002					-1.2	-1.2	
HD3567	T.V.Mishenina+,AAP, 370, 951, 2001			5950	3.8	-1.2	-1.2	
HD3567	P.E.Nissen+,AAP, 390, 235, 2002			6000	4.07	-1.16	-1.13	
HD3567	J.P.Fulbright+,AJ, 120, 1841, 2000			5950	3.9	-1.2	-1.3	-0.1
HD3567	M.Asplund+,ApJ, 644, 229, 2006			6026	4.08	-1.14	-1.14	
HD3567	H.L.Yan+,AAP, 585, 102, 2016			6051	4.02	-1.16	-1.16	
HD3567	P. E. Nissen+,AAP, 530, A15, 2011			6051	4.02	-1.16	-1.16	
HD36130	B.E.Reddy+,MNRAS, 367, 1329, 2006	05 37 33.48	+74 41 19.6	5911	4.4	0.1	0.05	
HD3628	J.P.Fulbright+,AJ, 120, 1841, 2000	00 39 13.26	+03 08 02.1	5700	4.1	-0.1	-0.15	0.09
HD3628	R.G.Gratton+,AAP, 404, 187, 2003	00 39 13.26	+03 08 02.1	5704	4.01	-0.17	-0.22	0.09
HD3628	B.E.Reddy+,MNRAS, 367, 1329, 2006	00 39 13.26	+03 08 02.1	5697	4.14	-0.23	-0.28	0.16
HD36283	R.G.Gratton+,AAP, 404, 187, 2003			5524	4.3	-0.34	-0.41	0.1
HD36283	B.E.Reddy+,MNRAS, 367, 1329, 2006	05 31 13.78	+15 46 24.4	5543	4.56	-0.35	-0.4	0.13
HD36283	T.Gehren+,AAP, 451, 1065, 2006	05 31 13.78	+15 46 24.4	5475	4.28	-0.41	-0.4	0.25
HD3651	T.Mishenina+,MNRAS, 484, 3846, 2019			5277	4.5	0.15	0.15	
HD3651	T.V.Mishenina+,AAP, 552, A128, 2013	00 39 21.81	+21 15 01.7	5277	4.5	0.15	0.15	
HD3651	T.V.Mishenina+,AAP, 547, A106, 2012	00 39 21.81	+21 15 01.7	5277	4.5	0.15	0.15	
HD37008	T.Mishenina+,MNRAS, 484, 3846, 2019			5016	4.4	-0.41	-0.41	
HD37008	T.V.Mishenina+,AAP, 552, A128, 2013	05 38 11.86	+51 26 44.7	5016	4.4	-0.41	-0.41	
HD37008	T.V.Mishenina+,AAP, 547, A106, 2012	05 38 11.86	+51 26 44.7	5016	4.4	-0.41	-0.41	
HD37394	T.Mishenina+,MNRAS, 484, 3846, 2019			5296	4.5	0.09	0.09	
HD37394	T.V.Mishenina+,AAP, 552, A128, 2013	05 41 20.33	+53 28 51.8	5296	4.5	0.09	0.09	
HD37394	T.V.Mishenina+,AAP, 547, A106, 2012	05 41 20.33	+53 28 51.8	5296	4.5	0.09	0.09	
HD37495	M.Takada-Hidai+,ApJ, 573, 614, 2002	05 37 44.62	-28 41 22.9	6350	3.74	-0.1	-0.4	
HD3765	T.Mishenina+,MNRAS, 484, 3846, 2019			5079	4.3	0.01	0.01	
HD3765	T.V.Mishenina+,AAP, 552, A128, 2013	00 40 49.27	+40 11 13.8	5079	4.3	0.01	0.01	
HD37739	B.E.Reddy+,MNRAS, 367, 1329, 2006	05 41 46.75	+22 52 13.3	6180	4.12	-0.34	-0.39	0.26
HD37763	A.Alves-Brito+,AAP, 513, A35, 2010	05 31 53.01	-76 20 27.5	4630	3.15	0.34	0.34	-0.1
HD37792	J.P.Fulbright+,AJ, 120, 1841, 2000	05 40 17.40	-19 13 38.0	6500	4.1	-0.5	-0.58	0.2
HD37828	I.U.Roederer+,ApJ, 724, 975, 2010						-1.62	
HD37828	J.Simmerer+,ApJ, 617, 1091, 2004			4350	1.5	-1.62	-1.62	
HD37828	T.V.Mishenina+,AAP, 396, 189, 2002					-1.49	-1.49	
HD37828	J.Melendez+,ApJ, 556, 858, 2001			4326	1.05	-1.42	-1.42	
HD37828	T.V.Mishenina+,AAP, 370, 951, 2001			4350	1	-1.49	-1.58	
HD3795	M.Takada-Hidai+,ApJ, 573, 614, 2002	00 40 32.80	-23 48 18.0	5330	3.8	-0.75	-0.94	
