# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
CS22942-012	G.W.Preston+,AJ, 120, 1014, 2000	00 51 05.75	-25 31 41.1	7200	4.2	-1.24	-1.24	
CS22948-068	G.W.Preston+,AJ, 120, 1014, 2000	21 49 06.92	-37 27 52.5	7200	4.5	-1.37	-1.37	
CS22948-079	G.W.Preston+,AJ, 120, 1014, 2000	21 47 29.21	-39 25 19.3	6700	4.2	-1.63	-1.63	
CS22950-078	G.W.Preston+,AJ, 120, 1014, 2000	20 24 57.80	-16 29 57.7	6900	4	-1.86	-1.86	
CS22954-015	I.U.Roederer+,AJ, 147, 136, 2014	02 39 21.63	-02 29 37.3	5930	3.75	-1.97	-1.97	
CS22955-110	G.W.Preston+,AJ, 120, 1014, 2000	20 32 26.48	-25 08 25.5	7350	4.2	-0.71	-0.71	
CS22955-110	I.U.Roederer+,AJ, 147, 136, 2014	20 32 26.48	-25 08 25.5	6710	3.45	-1.39	-1.37	
CS22955-115	G.W.Preston+,AJ, 120, 1014, 2000	20 33 26.83	-24 25 02.4	7750	4.2	-0.42	-0.42	
CS22957-026	I.U.Roederer+,AJ, 147, 136, 2014	00 00 02.14	-04 07 08.5	6120	3.9	-1.89	-1.93	
CS22964-074	G.W.Preston+,AJ, 120, 1014, 2000	19 49 29.42	-39 42 39.4	6950	4.2	-2	-1.99	
CS22966-037	G.W.Preston+,AJ, 120, 1014, 2000	23 43 38.60	-31 48 18.4	7400	4.5	-1.34	-1.34	
CS22966-043	G.W.Preston+,AJ, 120, 1014, 2000	23 43 54.45	-28 18 34.5	7300	3.7	-1.96	-1.96	
CS22966-043	I.I.Ivans+,ApJ, 592, 906, 2003	23 43 54.45	-28 18 34.5	7400	3.5	-1.91	-1.89	-0.57
CS22966-054	G.W.Preston+,AJ, 120, 1014, 2000	23 49 51.58	-29 08 21.4	7250	4.2	-1.18	-1.17	
CS29497-017	G.W.Preston+,AJ, 120, 1014, 2000	00 31 25.75	-23 57 26.8				-1.19	
CS29503-010	W.Aoki+,ApJ, 655, 492, 2007	00 04 55.40	-24 24 19.0	6500	4.5	-1.2	-1.11	0.14
CS29503-010	D.M.Allen+,AAP, 548, A34, 2012	00 04 55.40	-24 24 19.0	6050	3.66	-1.69	-1.69	0.89
CS29512-073	I.U.Roederer+,AJ, 147, 136, 2014	22 28 36.70	-12 24 44.1	5650	3.6	-1.93	-1.93	
CS29512-073	T.Masseron+,ApJ, 751, 14, 2012	22 28 36.70	-12 24 44.1	5600	3.4	-2.09		0
CS29512-073	C.J.Hansen+,AAP, 545, A31, 2012	22 28 36.70	-12 24 44.1	5000	1.85	-2.67		
CS29512-073	D.M.Allen+,AAP, 548, A34, 2012	22 28 36.70	-12 24 44.1	5560	3.44	-2.06	-1.88	
CS29513-032	I.U.Roederer+,AJ, 147, 136, 2014	23 22 19.09	-39 44 24.3	6080	3.85	-1.91	-1.85	-0.14
CS29513-032	I.U.Roederer+,ApJ, 711, 573, 2010	23 22 19.09	-39 44 24.3	5810	3.3	-2.1		0.53
CS29517-021	G.W.Preston+,AJ, 120, 1014, 2000	23 58 09.09	-14 51 47.3				-0.99	
CS29518-024	G.W.Preston+,AJ, 120, 1014, 2000	01 17 12.12	-32 26 57.8	7650	3.5	-0.94	-0.94	
CS29527-038	G.W.Preston+,AJ, 120, 1014, 2000	00 37 44.69	-20 08 11.1				-1.5	
CS30339-013	G.W.Preston+,AJ, 120, 1014, 2000	00 14 59.69	-34 12 39.7				-0.55	
G102-20	I.U.Roederer+,ApJ, 724, 975, 2010						-1.25	
G102-20	J.Simmerer+,ApJ, 617, 1091, 2004			5254	4.44	-1.25	-1.25	
G102-27	I.U.Roederer+,ApJ, 724, 975, 2010	05 45 40.38	+14 41 20.1				-0.59	
G102-27	J.Simmerer+,ApJ, 617, 1091, 2004	05 45 40.38	+14 41 20.1	5600	2.88	-0.59	-0.59	
G107-50	I.U.Roederer+,AJ, 147, 136, 2014	07 09 52.88	+42 39 13.3	6030	3.85	-1.89	-1.89	
G11-44	A.M.Boesgaard+,ApJ, 743, 140, 2011			5820	3.58	-2.29		
G11-44	P.E.Nissen+,AAP, 469, 319, 2007			6178	4.35	-2.03		
G11-44	J.Melendez+,ApJ, 642, 1082, 2006			6092	4.49	-1.9		
G11-44	J.A.Rich+,ApJ, 701, 1519, 2009			5820	3.58	-2.29		
G11-44	C.J.Akerman+,AAP, 414, 931, 2004			5995	4.29	-2.09		
G11-44	A.Stephens+,AJ, 123, 1647, 2002			5924	3.82	-2.22		
G11-44	D.Fabbian+,AAP, 500, 1143, 2009			6178	4.35	-2.03		
G11-44	A.M.Boesgaard+,ApJ, 633, 398, 2005			5924	3.82	-2.22		
G11-44	A.M.Amarsi+,AAP, 622, L4, 2019	12 10 55.77	+00 23 54.35	6108	4.41	-1.96	-1.96	
G11-44	J.Melendez+,AAP, 515, L3, 2010			6304	4.3	-2.08		
G11-44	P.E.Nissen+,AAP, 415, 993, 2004			5995	4.29	-2.09		
G112-43	P.E.Nissen+,AAP, 511, L10, 2010	07 43 43.95	-00 04 00.9	6074	4.03	-1.25	-1.25	-0.02
G112-43	L.Zhang+,ApJ, 706, 1095, 2009	07 43 43.95	-00 04 00.9	6000	4	-1.31	-1.14	-0.11
G112-43	M.N.Ishigaki+,ApJ, 753, 64, 2012	07 43 43.95	-00 04 00.9	6176	4.05	-1.32	-1.32	
G112-43	M.N.Ishigaki+,ApJ, 771, 67, 2013	07 43 43.95	-00 04 00.9	6176	4.05	-1.31	-1.31	-0.11
G112-43	M.Ishigaki+,PASJ, 62, 143, 2010	07 43 43.95	-00 04 00.9	5909	3.59	-1.51	-1.52	0.01
G112-43	H.L.Yan+,AAP, 585, 102, 2016	07 43 43.95	-00 04 00.9	6074	4.03	-1.25	-1.25	
G112-43	P. E. Nissen+,AAP, 530, A15, 2011	07 43 43.95	-00 04 00.9	6074	4.03	-1.25	-1.25	
G112-44	P.E.Nissen+,AAP, 511, L10, 2010	07 43 44.09	-00 03 49.3	5819	4.25	-1.29	-1.29	-0.03
G112-44	H.L.Yan+,AAP, 585, 102, 2016	07 43 44.09	-00 03 49.3	5819	4.25	-1.29	-1.29	
G112-44	P. E. Nissen+,AAP, 530, A15, 2011	07 43 44.09	-00 03 49.3	5819	4.25	-1.29	-1.29	
G113-22	A.M.Boesgaard+,ApJ, 743, 140, 2011			5802	3.95	-1.01	-1.01	
G113-22	I.U.Roederer+,ApJ, 724, 975, 2010	08 16 57.78	+00 01 03.7				-1.18	
G113-22	J.Simmerer+,ApJ, 617, 1091, 2004	08 16 57.78	+00 01 03.7	5525	4.25	-1.18	-1.18	
G113-9	A.M.Boesgaard+,ApJ, 743, 140, 2011			5998	3.68	-1.75	-1.75	
G114-42	P.E.Nissen+,AAP, 511, L10, 2010	09 10 44.88	-03 48 09.3	5643	4.38	-1.1	-1.1	-0.09
G114-42	H.L.Yan+,AAP, 585, 102, 2016	09 10 44.88	-03 48 09.3	5643	4.38	-1.1	-1.1	
G114-42	A.M.Boesgaard+,ApJ, 633, 398, 2005	09 10 44.88	-03 48 09.3	5761	4.34	-1.03	-1.01	
G114-42	J.Melendez+,AAP, 515, L3, 2010	09 10 44.88	-03 48 09.3	5848	4.4	-1.09	-1.09	
G114-42	A.Stephens+,AJ, 123, 1647, 2002	09 10 44.88	-03 48 09.3	5761	4.34	-1.03	-1	-0.11
G114-42	P. E. Nissen+,AAP, 530, A15, 2011	09 10 44.88	-03 48 09.3	5643	4.38	-1.1	-1.1	
G115-22	B.E.Reddy+,MNRAS, 367, 1329, 2006	08 44 05.01	+36 14 43.8	5356	4.76	-1.47	-1.52	
G115-58	L.Zhang+,ApJ, 706, 1095, 2009	09 10 48.10	+46 22 36.6	6080	3.88	-1.36	-1.19	-0.51
G115-58	M.N.Ishigaki+,ApJ, 753, 64, 2012	09 10 48.10	+46 22 36.6	6312	4.21	-1.31	-1.31	
G115-58	M.N.Ishigaki+,ApJ, 771, 67, 2013	09 10 48.10	+46 22 36.6	6312	4.21	-1.3	-1.3	
G115-58	M.Ishigaki+,PASJ, 62, 143, 2010	09 10 48.10	+46 22 36.6	6131	3.87	-1.46	-1.46	
G116-53	A.M.Boesgaard+,ApJ, 633, 398, 2005	09 47 41.92	+33 22 47.6	5732	4.45	-0.97	-0.95	
G116-53	A.Stephens+,AJ, 123, 1647, 2002	09 47 41.92	+33 22 47.6	5732	4.45	-0.97	-0.95	-0.18
G119-32	J.R.Shi+,AAP, 465, 587, 2007			5715	4.39	-1.88	-1.87	
G119-32	T.Gehren+,AAP, 451, 1065, 2006			5715	4.39	-1.88	-1.87	-0.09
G119-64	P.E.Nissen+,AAP, 511, L10, 2010	11 12 48.00	+35 43 43.9	6181	4.18	-1.48	-1.48	-0.06
G119-64	P. E. Nissen+,AAP, 530, A15, 2011	11 12 48.00	+35 43 43.9	6181	4.18	-1.48	-1.48	
G12-21	E.Caffau+,AAP, 441, 533, 2005			6013	4.44	-1.27	-1.27	
G121-12	P.E.Nissen+,AAP, 511, L10, 2010			5928	4.23	-0.93	-0.93	-0.21
G121-12	H.L.Yan+,AAP, 585, 102, 2016			5928	4.23	-0.93	-0.93	
G121-12	A.M.Boesgaard+,ApJ, 633, 398, 2005			6163	4.37	-0.79	-0.77	
G121-12	A.Stephens+,AJ, 123, 1647, 2002			6163	4.37	-0.79	-0.76	-0.21
G121-12	P. E. Nissen+,AAP, 530, A15, 2011			5928	4.23	-0.93	-0.93	
G122-51	I.U.Roederer+,ApJ, 724, 975, 2010						-1.43	
G122-51	J.Simmerer+,ApJ, 617, 1091, 2004			4864	4.51	-1.43	-1.43	
G122-51	A.M.Boesgaard+,ApJ, 633, 398, 2005			5102	4.67	-1.34	-1.32	
G122-51	A.Stephens+,AJ, 123, 1647, 2002			5102	4.67	-1.34	-1.31	-0.17
G123-9	I.U.Roederer+,ApJ, 724, 975, 2010	12 10 55.36	+44 00 11.8				-1.25	
G123-9	J.Simmerer+,ApJ, 617, 1091, 2004	12 10 55.36	+44 00 11.8	5487	4.75	-1.25	-1.25	
G125-13	P.E.Nissen+,AAP, 511, L10, 2010	19 31 09.23	+36 09 10.2	5848	4.28	-1.43	-1.43	-0.08
G125-13	M.N.Ishigaki+,ApJ, 753, 64, 2012	19 31 09.23	+36 09 10.2	6079	4.75	-1.36	-1.36	
G125-13	M.N.Ishigaki+,ApJ, 771, 67, 2013	19 31 09.23	+36 09 10.2	6079	4.75	-1.35	-1.35	-0.2
G125-13	M.Ishigaki+,PASJ, 62, 143, 2010	19 31 09.23	+36 09 10.2	5688	4.02	-1.69	-1.69	-0.07
G125-13	P. E. Nissen+,AAP, 530, A15, 2011	19 31 09.23	+36 09 10.2	5848	4.28	-1.43	-1.43	
G126-10	S.G.Ryan+,ApJ, 549, 55, 2001	21 35 00.22	+10 55 14.3	6086		-1.37	-1.37	
G126-36	I.U.Roederer+,ApJ, 724, 975, 2010	21 48 19.29	+19 58 30.6				-1.06	
G126-36	J.Simmerer+,ApJ, 617, 1091, 2004	21 48 19.29	+19 58 30.6	5487	4.5	-1.06	-1.06	
G126-62	P.E.Nissen+,AAP, 469, 319, 2007			6224	4.11	-1.55	-1.55	
G126-62	C.J.Akerman+,AAP, 414, 931, 2004			5943	3.97	-1.64	-1.64	
G126-62	P.E.Nissen+,AAP, 390, 235, 2002			5941	3.98	-1.58	-1.55	
G126-62	I.U.Roederer+,AJ, 147, 136, 2014			5970	3.85	-1.7	-1.8	-0.22
G126-62	I.U.Roederer+,ApJ, 724, 975, 2010						-1.59	
G126-62	J.Simmerer+,ApJ, 617, 1091, 2004			5941	3.98	-1.59	-1.59	
G126-62	D.Fabbian+,AAP, 500, 1143, 2009			6224	4.11	-1.55	-1.6	
G126-62	M.Asplund+,ApJ, 644, 229, 2006			6183	4.11	-1.51	-1.51	
G126-62	A.M.Amarsi+,AAP, 622, L4, 2019	22 11 31.38	+18 05 34.15	6197	4.14	-1.48	-1.48	
G126-62	P.E.Nissen+,AAP, 415, 993, 2004			5943	3.97	-1.64	-1.64	
G127-26	P.E.Nissen+,AAP, 511, L10, 2010	22 23 49.09	+24 23 33.1	5791	4.14	-0.53	-0.53	0.19
G127-26	H.L.Yan+,AAP, 585, 102, 2016	22 23 49.09	+24 23 33.1	5791	4.14	-0.53	-0.53	
G127-26	P. E. Nissen+,AAP, 530, A15, 2011	22 23 49.09	+24 23 33.1	5791	4.14	-0.53	-0.53	
G13-38	P.E.Nissen+,AAP, 511, L10, 2010	12 26 59.86	+01 33 58.4	5263	4.54	-0.88	-0.88	0.14
G13-38	H.L.Yan+,AAP, 585, 102, 2016	12 26 59.86	+01 33 58.4	5263	4.54	-0.88	-0.88	
G13-38	P. E. Nissen+,AAP, 530, A15, 2011	12 26 59.86	+01 33 58.4	5263	4.54	-0.88	-0.88	
G137-86	I.U.Roederer+,AJ, 147, 136, 2014	16 10 15.24	+09 08 22.0	5820	3.75	-1.76	-1.9	
G14-33	M.N.Ishigaki+,ApJ, 753, 64, 2012	13 08 48.51	-03 58 24.9	5505	5	-0.91	-0.91	
G14-33	M.N.Ishigaki+,ApJ, 771, 67, 2013	13 08 48.51	-03 58 24.9	5505	5	-0.92	-0.92	0.09
G14-39	M.N.Ishigaki+,ApJ, 753, 64, 2012	13 14 26.84	-04 05 43.1	4797	5	-1.87	-1.87	
G14-39	M.N.Ishigaki+,ApJ, 771, 67, 2013	13 14 26.84	-04 05 43.1	4797	5	-1.88	-1.88	
G14-39	M.Ishigaki+,PASJ, 62, 143, 2010	13 14 26.84	-04 05 43.1	4945	5	-1.88	-1.82	0
G140-46	I.U.Roederer+,ApJ, 724, 975, 2010						-1.3	
G140-46	J.Simmerer+,ApJ, 617, 1091, 2004			4980	4.42	-1.3	-1.3	
G142-44	M.N.Ishigaki+,ApJ, 753, 64, 2012	19 38 53.17	+16 25 34.1	5662	5	-1.1	-1.1	
G142-44	M.N.Ishigaki+,ApJ, 771, 67, 2013	19 38 53.17	+16 25 34.1	5662	5	-1.1	-1.1	-0.14
G146-56	I.U.Roederer+,AJ, 147, 136, 2014	10 39 50.49	+42 09 05.2	5290	4.05	-1.57	-1.58	-0.23
G15-13	L.Zhang+,ApJ, 706, 1095, 2009	15 12 32.40	+06 01 44.0	5125	4.94	-1.63	-1.46	-0.45
G15-13	M.N.Ishigaki+,ApJ, 753, 64, 2012	15 12 32.40	+06 01 44.0	5235	5	-1.47	-1.47	
G15-13	M.N.Ishigaki+,ApJ, 771, 67, 2013	15 12 32.40	+06 01 44.0	5235	5	-1.47	-1.47	
G15-13	M.Ishigaki+,PASJ, 62, 143, 2010	15 12 32.40	+06 01 44.0	5225	5	-1.48	-1.48	-0.7
G15-13	A.M.Boesgaard+,ApJ, 633, 398, 2005	15 12 32.40	+06 01 44.0	5082	4.61	-1.7	-1.68	
G15-13	A.Stephens+,AJ, 123, 1647, 2002	15 12 32.40	+06 01 44.0	5082	4.61	-1.7	-1.68	-0.52
G15-23	P.E.Nissen+,AAP, 511, L10, 2010	15 29 31.68	+06 08 49.9	5297	4.57	-1.1	-1.1	0.07
G15-23	H.L.Yan+,AAP, 585, 102, 2016	15 29 31.68	+06 08 49.9	5297	4.57	-1.1	-1.1	
G15-23	P. E. Nissen+,AAP, 530, A15, 2011	15 29 31.68	+06 08 49.9	5297	4.57	-1.1	-1.1	
G150-40	P.E.Nissen+,AAP, 511, L10, 2010	13 48 52.14	+27 40 09.6	5968	4.09	-0.81	-0.81	0.37
G150-40	H.L.Yan+,AAP, 585, 102, 2016	13 48 52.14	+27 40 09.6	5968	4.09	-0.81	-0.81	
G150-40	P. E. Nissen+,AAP, 530, A15, 2011	13 48 52.14	+27 40 09.6	5968	4.09	-0.81	-0.81	
G153-21	A.M.Boesgaard+,ApJ, 743, 140, 2011			6142	4.55	-0.39	-0.39	
G153-21	M.N.Ishigaki+,ApJ, 753, 64, 2012	16 03 00.17	-06 27 11.2	5566	3.91	-0.66	-0.66	
G153-21	M.N.Ishigaki+,ApJ, 771, 67, 2013	16 03 00.17	-06 27 11.2	5566	3.91	-0.67	-0.67	0.22
G153-21	I.U.Roederer+,ApJ, 724, 975, 2010	16 03 00.17	-06 27 11.2				-0.7	
G153-21	J.Simmerer+,ApJ, 617, 1091, 2004	16 03 00.17	-06 27 11.2	5700	4.36	-0.7	-0.7	
G153-64	I.U.Roederer+,AJ, 147, 136, 2014	16 32 30.03	-08 33 38.2	5630	4.15	-1.09	-1.08	0.06
G159-5	B.E.Reddy+,MNRAS, 367, 1329, 2006	01 52 10.48	-02 48 18.1	5079	4.7	-0.74	-0.79	0.16
G159-50	P.E.Nissen+,AAP, 511, L10, 2010	02 14 40.30	-01 12 05.1	5624	4.37	-0.93	-0.93	0.11
G159-50	H.L.Yan+,AAP, 585, 102, 2016	02 14 40.30	-01 12 05.1	5624	4.37	-0.93	-0.93	
G159-50	P. E. Nissen+,AAP, 530, A15, 2011	02 14 40.30	-01 12 05.1	5624	4.37	-0.93	-0.93	
G16-13	C.J.Akerman+,AAP, 414, 931, 2004			5602	4.17	-0.76	-0.76	
G16-13	P.E.Nissen+,AAP, 415, 993, 2004			5602	4.17	-0.76	-0.76	
G16-20	P.E.Nissen+,AAP, 511, L10, 2010	15 58 18.62	+02 03 06.1	5625	3.64	-1.42	-1.42	-0.04
G16-20	P. E. Nissen+,AAP, 530, A15, 2011	15 58 18.62	+02 03 06.1	5625	3.64	-1.42	-1.42	
G16-25	I.U.Roederer+,AJ, 147, 136, 2014	16 01 21.72	+05 23 42.8	5250	4.1	-2.07		
G16-25	A.M.Boesgaard+,ApJ, 633, 398, 2005	16 01 21.72	+05 23 42.8	5431	4.28	-1.8	-1.78	
G16-25	A.Stephens+,AJ, 123, 1647, 2002	16 01 21.72	+05 23 42.8	5431	4.28	-1.8	-1.78	-0.42
G161-73	P.E.Nissen+,AAP, 511, L10, 2010	09 45 37.82	-04 40 28.2	5986	4	-1	-1	-0.27
G161-73	I.U.Roederer+,AJ, 147, 136, 2014	09 45 37.82	-04 40 28.2	5680	3.9	-1.07	-1.42	-0.14
G161-73	P. E. Nissen+,AAP, 530, A15, 2011	09 45 37.82	-04 40 28.2	5986	4	-1	-1	
G165-39	M.N.Ishigaki+,ApJ, 753, 64, 2012			6449	4.07	-1.97	-1.97	
G165-39	M.N.Ishigaki+,ApJ, 771, 67, 2013			6449	4.07	-1.98	-1.98	-0.01
G165-39	J.R.Shi+,AAP, 465, 587, 2007			6220	3.96	-2	-1.99	
G165-39	M.Ishigaki+,PASJ, 62, 143, 2010			6162	3.62	-2.16		-0.12
G165-39	T.Gehren+,AAP, 451, 1065, 2006			6220	3.96	-2	-1.99	0.12
G165-39	A.M.Boesgaard+,ApJ, 633, 398, 2005			6118	3.53	-2.17		
G165-39	A.Stephens+,AJ, 123, 1647, 2002			6118	3.53	-2.17		
G166-37	L.Zhang+,ApJ, 706, 1095, 2009	14 34 51.11	+25 10 03.6	5335	4.98	-1.36	-1.19	-0.3
G166-37	M.N.Ishigaki+,ApJ, 753, 64, 2012	14 34 51.11	+25 10 03.6	5433	5	-1.19	-1.19	
G166-37	M.N.Ishigaki+,ApJ, 771, 67, 2013	14 34 51.11	+25 10 03.6	5433	5	-1.18	-1.18	-0.39
G166-37	M.Ishigaki+,PASJ, 62, 143, 2010	14 34 51.11	+25 10 03.6	5355	4.95	-1.29	-1.31	-0.28
G166-37	A.M.Boesgaard+,ApJ, 633, 398, 2005	14 34 51.11	+25 10 03.6	5350	4.71	-1.39	-1.37	
G166-37	A.Stephens+,AJ, 123, 1647, 2002	14 34 51.11	+25 10 03.6	5350	4.71	-1.39	-1.37	-0.27
G168-42	A.M.Boesgaard+,ApJ, 633, 398, 2005	16 19 51.66	+22 38 20.3	5486	4.8	-0.87	-0.85	
G168-42	A.Stephens+,AJ, 123, 1647, 2002	16 19 51.66	+22 38 20.3	5486	4.8	-0.87	-0.84	-0.06
G17-25	M.N.Ishigaki+,ApJ, 753, 64, 2012			5174	4.85	-1.11	-1.11	
G17-25	D.Yong+,ApJ, 599, 1357, 2003			4950	4.5	-1.46	-1.46	
G17-25	M.N.Ishigaki+,ApJ, 771, 67, 2013			5174	4.85	-1.17	-1.17	-0.06
G17-25	I.U.Roederer+,ApJ, 724, 975, 2010						-1.54	
G17-25	M.Ishigaki+,PASJ, 62, 143, 2010			5515	5	-0.91	-0.9	-0.13
G17-25	J.Simmerer+,ApJ, 617, 1091, 2004			4966	4.26	-1.54	-1.54	
G170-21	A.M.Boesgaard+,ApJ, 633, 398, 2005	17 09 15.55	+22 44 09.7	5664	4.65	-1.45	-1.43	
G170-21	A.Stephens+,AJ, 123, 1647, 2002	17 09 15.55	+22 44 09.7	5664	4.65	-1.45	-1.43	0.02
G170-56	P.E.Nissen+,AAP, 511, L10, 2010	17 38 15.61	+18 33 25.5	5994	4.12	-0.92	-0.92	-0.02
G170-56	H.L.Yan+,AAP, 585, 102, 2016	17 38 15.61	+18 33 25.5	5994	4.12	-0.92	-0.92	
G170-56	P. E. Nissen+,AAP, 530, A15, 2011	17 38 15.61	+18 33 25.5	5994	4.12	-0.92	-0.92	
G172-61	P.E.Nissen+,AAP, 511, L10, 2010	01 34 22.69	+48 44 27.5	5225	4.47	-1	-1	-0.09
G172-61	H.L.Yan+,AAP, 585, 102, 2016	01 34 22.69	+48 44 27.5	5225	4.47	-1	-1	
G172-61	P. E. Nissen+,AAP, 530, A15, 2011	01 34 22.69	+48 44 27.5	5225	4.47	-1	-1	
G176-53	P.E.Nissen+,AAP, 511, L10, 2010			5523	4.48	-1.34	-1.34	-0.27
G176-53	M.N.Ishigaki+,ApJ, 753, 64, 2012			5753	5	-1.23	-1.23	
G176-53	M.N.Ishigaki+,ApJ, 771, 67, 2013			5753	5	-1.23	-1.23	-0.3
G176-53	I.U.Roederer+,ApJ, 724, 975, 2010						-1.34	
G176-53	J.Simmerer+,ApJ, 617, 1091, 2004			5593	4.5	-1.34	-1.34	
G176-53	H.L.Yan+,AAP, 585, 102, 2016			5523	4.48	-1.34	-1.34	
G176-53	P. E. Nissen+,AAP, 530, A15, 2011			5523	4.48	-1.34	-1.34	
G179-22	I.U.Roederer+,ApJ, 724, 975, 2010	15 14 26.18	+33 00 38.3				-1.35	
G179-22	J.Simmerer+,ApJ, 617, 1091, 2004	15 14 26.18	+33 00 38.3	5082	3.2	-1.35	-1.35	
G18-24	M.N.Ishigaki+,ApJ, 753, 64, 2012	22 05 01.22	+08 38 19.6	5995	5	-1.15	-1.15	
G18-24	M.N.Ishigaki+,ApJ, 771, 67, 2013	22 05 01.22	+08 38 19.6	5995	5	-1.2	-1.2	
G18-24	M.Ishigaki+,PASJ, 62, 143, 2010	22 05 01.22	+08 38 19.6	5447	4.18	-1.62	-1.61	-0.22
G18-28	P.E.Nissen+,AAP, 511, L10, 2010	22 05 40.70	+12 22 36.0	5372	4.41	-0.83	-0.83	0.15
G18-28	H.L.Yan+,AAP, 585, 102, 2016	22 05 40.70	+12 22 36.0	5372	4.41	-0.83	-0.83	
G18-28	P. E. Nissen+,AAP, 530, A15, 2011	22 05 40.70	+12 22 36.0	5372	4.41	-0.83	-0.83	
G18-39	P.E.Nissen+,AAP, 511, L10, 2010			6040	4.21	-1.39	-1.39	0.03
G18-39	P.E.Nissen+,AAP, 469, 319, 2007			6093	4.19	-1.46	-1.46	
G18-39	Y.Takeda+,PASJ, 63, S537, 2011			6093	4.19	-1.46	-1.46	
G18-39	C.J.Akerman+,AAP, 414, 931, 2004			5910	4.09	-1.52	-1.52	
G18-39	D.Fabbian+,AAP, 500, 1143, 2009			6093	4.19	-1.46	-1.51	
G18-39	H.L.Yan+,AAP, 585, 102, 2016			6040	4.21	-1.39	-1.39	
G18-39	A.M.Amarsi+,AAP, 622, L4, 2019	22 18 36.51	+08 26 44.95	6048	4.25	-1.35	-1.35	
G18-39	P. E. Nissen+,AAP, 530, A15, 2011			6040	4.21	-1.39	-1.39	
G18-39	P.E.Nissen+,AAP, 415, 993, 2004			5910	4.09	-1.52	-1.52	
G18-40	A.M.Boesgaard+,ApJ, 633, 398, 2005	22 19 53.62	+05 25 47.3	5681	4.18	-1.91	-1.89	
G18-40	A.Stephens+,AJ, 123, 1647, 2002	22 19 53.62	+05 25 47.3	5681	4.18	-1.91	-1.89	-0.22
G18-54	E.Caffau+,AAP, 441, 533, 2005	22 31 36.22	+02 09 43.9	5878	3.93	-1.33	-1.33	
G180-24	P.E.Nissen+,AAP, 511, L10, 2010			6004	4.21	-1.39	-1.39	-0.05
G180-24	A.M.Boesgaard+,ApJ, 743, 140, 2011			6008	3.77	-1.44	-1.44	
G180-24	I.U.Roederer+,ApJ, 724, 975, 2010						-1.34	
G180-24	J.Simmerer+,ApJ, 617, 1091, 2004			6059	4.09	-1.34	-1.34	
G180-24	H.L.Yan+,AAP, 585, 102, 2016			6004	4.21	-1.39	-1.39	
G180-24	A.M.Boesgaard+,ApJ, 633, 398, 2005			6108	4.12	-1.38	-1.36	
G180-24	A.Stephens+,AJ, 123, 1647, 2002			6108	4.12	-1.38	-1.37	0
G180-24	P. E. Nissen+,AAP, 530, A15, 2011			6004	4.21	-1.39	-1.39	
G184-7	A.M.Boesgaard+,ApJ, 633, 398, 2005	18 24 13.10	+27 17 10.9	5147	4.85	-1.59		
G184-7	A.Stephens+,AJ, 123, 1647, 2002	18 24 13.10	+27 17 10.9	5147	4.85	-1.59	-1.56	-0.55
G187-18	P.E.Nissen+,AAP, 511, L10, 2010	21 03 06.13	+29 28 56.2	5607	4.39	-0.67	-0.67	0.15
G187-18	H.L.Yan+,AAP, 585, 102, 2016	21 03 06.13	+29 28 56.2	5607	4.39	-0.67	-0.67	
G187-18	P. E. Nissen+,AAP, 530, A15, 2011	21 03 06.13	+29 28 56.2	5607	4.39	-0.67	-0.67	
G187-40	M.N.Ishigaki+,ApJ, 753, 64, 2012	21 21 57.75	+27 27 10.4	6037	5	-1.27	-1.27	
G187-40	M.N.Ishigaki+,ApJ, 771, 67, 2013	21 21 57.75	+27 27 10.4	6037	5	-1.3	-1.3	-0.35
G188-20	A.M.Boesgaard+,ApJ, 633, 398, 2005	21 42 10.52	+30 59 48.4	6174	4.14	-1.56	-1.54	
G188-20	A.Stephens+,AJ, 123, 1647, 2002	21 42 10.52	+30 59 48.4	6174	4.14	-1.56	-1.54	-0.11
G188-22	P.E.Nissen+,AAP, 511, L10, 2010	21 43 57.12	+27 23 24.0	5974	4.18	-1.32	-1.32	0.05
G188-22	A.M.Boesgaard+,ApJ, 743, 140, 2011			5975	3.72	-1.35	-1.35	
G188-22	M.N.Ishigaki+,ApJ, 753, 64, 2012	21 43 57.12	+27 23 24.0	6170	4.52	-1.27	-1.27	
G188-22	J.R.Shi+,AAP, 465, 587, 2007	21 43 57.12	+27 23 24.0	6040	4.37	-1.25	-1.24	
G188-22	I.U.Roederer+,AJ, 147, 136, 2014	21 43 57.12	+27 23 24.0	5890	3.9	-1.44	-1.5	-0.02
G188-22	M.N.Ishigaki+,ApJ, 771, 67, 2013	21 43 57.12	+27 23 24.0	6170	4.52	-1.26	-1.26	0.02
G188-22	I.U.Roederer+,ApJ, 724, 975, 2010	21 43 57.12	+27 23 24.0				-1.52	
G188-22	J.Simmerer+,ApJ, 617, 1091, 2004	21 43 57.12	+27 23 24.0	5827	4.27	-1.52	-1.52	
G188-22	H.L.Yan+,AAP, 585, 102, 2016	21 43 57.12	+27 23 24.0	5974	4.18	-1.32	-1.32	
G188-22	P. E. Nissen+,AAP, 530, A15, 2011	21 43 57.12	+27 23 24.0	5974	4.18	-1.32	-1.32	
G188-30	I.U.Roederer+,AJ, 147, 136, 2014	21 55 16.10	+32 38 41.0	5090	4.3	-2.07		
