# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
J055215.7-395318	G.R.Ruchti+,ApJ, 737, 9, 2011	05 52 15.84	-39 53 16.8	4875	1.87	-2.05	-2.05	
J0554+5235	H.Li+,ApJ, 931, 147, 2022	05 54 08.54	+52 35 59.05	5358	2.46	-2.29	-2.29	0.95
J061033.5-314107	C.M.Sakari+,ApJ, 868, 110, 2018	06 10 33.50	-31 41 06.8	4986	1.53	-2.74	-2.74	
J0626+6032	H.Li+,ApJ, 931, 147, 2022	06 26 47.91	+60 32 53.97	5863	3.73	-2.39	-2.39	0.89
J0632+2105	H.Li+,ApJ, 931, 147, 2022	06 32 38.10	+21 05 31.52	5706	3.81	-3.41	-3.42	-0.15
J0633+5527	H.Li+,ApJ, 931, 147, 2022	06 33 28.97	+55 27 24.30	5015	2.64	-2.66	-2.66	0.33
J0637+4308	H.Li+,ApJ, 931, 147, 2022	06 37 53.49	+43 08 18.97	6189	4.07	-2.97	-3.02	-0.07
J064013.1-354044	G.R.Ruchti+,ApJ, 737, 9, 2011	06 40 13.20	-35 40 44.4	5227	2.99	-2.11	-2.11	
J0643+5111	H.Li+,ApJ, 931, 147, 2022	06 43 05.14	+51 11 24.30	5307	3.26	-2.48	-2.48	0.36
J0643+5934	H.Li+,ApJ, 931, 147, 2022	06 43 01.87	+59 34 30.73	4967	2.1	-2.57	-2.57	0.33
J0650+4000	H.Li+,ApJ, 931, 147, 2022	06 50 15.19	+40 00 39.77	6068	3.95	-2.27	-2.27	-0.33
J0653+4735	H.Li+,ApJ, 931, 147, 2022	06 53 29.54	+47 35 49.94	4843	1.99	-2.41	-2.41	0.19
J0657+2948	H.Li+,ApJ, 931, 147, 2022	06 57 07.37	+29 48 22.15	6731	4.12	-2.89	-2.88	
J0701+1813	H.Li+,ApJ, 931, 147, 2022	07 01 23.64	+18 13 45.36	5093	2.36	-2.31	-2.31	0.32
J0703+3747	H.Li+,ApJ, 931, 147, 2022	07 03 01.35	+37 47 24.09	6180	4.12	-2.42	-2.42	0.11
J0705+2552	H.Li+,ApJ, 931, 147, 2022	07 05 42.30	+25 52 26.65	5271	3.06	-3.32	-3.32	1.57
J0705+2922	H.Li+,ApJ, 931, 147, 2022	07 05 48.96	+29 22 01.17	6210	4.05	-3.07	-3.18	-0.19
J070520.3-334324	C.M.Sakari+,ApJ, 868, 110, 2018	07 05 20.28	-33 43 24.3	4757	1.27	-2.24	-2.24	
J0709+3413	H.Li+,ApJ, 931, 147, 2022	07 09 08.03	+34 13 28.80	4976	2.26	-2.48	-2.48	0.28
J0711+3538	H.Li+,ApJ, 931, 147, 2022	07 11 14.52	+35 38 50.07	4702	1.49	-3.25	-3.25	0.2
J071142.5-343237	C.M.Sakari+,ApJ, 868, 110, 2018	07 11 42.53	-34 32 36.8	4767	1.33	-1.96	-2.01	
J0713+5500	H.Li+,ApJ, 931, 147, 2022	07 13 49.17	+55 00 29.55	4290	1.01	-3.62	-3.62	0.25
J0714+1600	H.Li+,ApJ, 931, 147, 2022	07 14 22.66	+16 00 42.52	5083	2.39	-2.29	-2.29	
J0723+3806	H.Li+,ApJ, 931, 147, 2022	07 23 23.81	+38 06 13.71	6093	4.16	-3.04	-3.05	-0.38
J0723+5206	H.Li+,ApJ, 931, 147, 2022	07 23 56.35	+52 06 37.18	4895	2.02	-2.59	-2.59	-0.25
J0726+3644	H.Li+,ApJ, 931, 147, 2022	07 26 23.54	+36 44 05.58	6437	4.23	-2.13	-2.13	0.15
J0728+3112	H.Li+,ApJ, 931, 147, 2022	07 28 56.17	+31 12 27.53	6390	4.34	-1.98	-2.11	0.18
J0729+1753	H.Li+,ApJ, 931, 147, 2022	07 29 17.78	+17 53 47.58	4531	0.55	-3.34	-3.34	-0.16
J0741+2132	H.Li+,ApJ, 931, 147, 2022	07 41 02.07	+21 32 46.59	6064	4.01	-2.43	-2.25	0.03
J0748+3209	H.Li+,ApJ, 931, 147, 2022	07 48 21.53	+32 09 01.34	5029	2.33	-3.08	-3.08	
J0748+4613	H.Li+,ApJ, 931, 147, 2022	07 48 47.30	+46 13 08.41	4706	1.33	-3.1	-3.1	0.83
J0749+4629	H.Li+,ApJ, 931, 147, 2022	07 49 25.16	+46 29 17.30	6164	3.95	-2.41	-2.41	0.4
J0753+2350	H.Li+,ApJ, 931, 147, 2022	07 53 28.20	+23 50 20.66	4929	2.03	-3.45	-3.45	-0.09
J0758+4703	H.Li+,ApJ, 931, 147, 2022	07 58 16.38	+47 03 43.34	5765	4.08	-2.13	-2.18	0.9
J0759+5411	H.Li+,ApJ, 931, 147, 2022	07 59 00.25	+54 11 07.43	6493	4.16	-3.18	-3.2	-0.58
J0801+4530	H.Li+,ApJ, 931, 147, 2022	08 01 17.50	+45 30 03.42	4966	2.3	-2.99	-3	
J0804+4659	H.Li+,ApJ, 931, 147, 2022	08 04 44.29	+46 59 49.38	5812	3.06	-2.07	-2.07	0.23
J0804+5740	H.Li+,ApJ, 931, 147, 2022	08 04 52.84	+57 40 19.56	4556	1.45	-2.47	-2.48	0.18
J0814+3305	H.Li+,ApJ, 931, 147, 2022	08 14 13.16	+33 05 57.45	5685	3.46	-3.34	-3.34	0.03
J0814+4055	H.Li+,ApJ, 931, 147, 2022	08 14 51.16	+40 55 46.04	6125	4.42	-2.88	-2.89	-0.06
J0815+3051	H.Li+,ApJ, 931, 147, 2022	08 15 56.35	+30 51 56.60	6451	3.87	-2.36	-2.37	
J0815+4729	D.S.Aguado+,ApJ, 852, L20, 2018	08 15 54.25	+47 29 47.85	6215	4.7	-5.9	<-5.8	
J0816-0559	H.Li+,ApJ, 931, 147, 2022	08 16 27.98	-05 59 13.34	4716	2.03	-3.56	-3.55	0.33
J0824+3025	H.Li+,ApJ, 931, 147, 2022	08 24 59.32	+30 25 42.06	6327	4.19	-2.72	-2.71	
J0828+0037	H.Li+,ApJ, 931, 147, 2022	08 28 10.31	+00 37 06.47	6020	3.84	-2.21	-2.21	0.36
J0830+1214	H.Li+,ApJ, 931, 147, 2022	08 30 10.25	+12 14 48.54	4810	2.14	-3.38	-3.38	-0.06
J0832+2450	H.Li+,ApJ, 931, 147, 2022	08 32 58.32	+24 50 01.02	6128	3.91	-2.38	-2.38	0.26
J0834+2307	H.Li+,ApJ, 931, 147, 2022	08 34 48.93	+23 07 34.43	5386	3.37	-2.61	-2.61	0.11
J0842-0143	H.Li+,ApJ, 931, 147, 2022	08 42 09.93	-01 43 54.09	6481	4.07	-3.17	-3.17	-0.13
J0845+0150	H.Li+,ApJ, 931, 147, 2022	08 45 07.08	+01 50 10.93	6237	3.98	-2.3	-2.3	0.22
J0845+2053	H.Li+,ApJ, 931, 147, 2022	08 45 22.54	+20 53 54.01	4993	1.85	-2.42	-2.42	0.21
J0849+1914	H.Li+,ApJ, 931, 147, 2022	08 49 50.75	+19 14 11.51	6517	4.06	-2.65	-2.66	
J0850+4143	H.Li+,ApJ, 931, 147, 2022	08 50 38.88	+41 43 48.85	5027	1.96	-2.53	-2.53	0.59
J0852+2627	H.Li+,ApJ, 931, 147, 2022	08 52 08.07	+26 27 30.06	5604	3.69	-2.41	-2.41	0.9
J0854+1405	H.Li+,ApJ, 931, 147, 2022	08 54 18.13	+14 05 03.47	6065	4.39	-3.05	-3.04	-0.18
J0858-0809	M.Cain+,ApJ, 864, 43, 2018	08 58 05.8	-08 09 17	4530	0.7	-3.16	-3.16	0.37
J0906+2924	H.Li+,ApJ, 931, 147, 2022	09 06 08.86	+29 24 47.81	4732	1.42	-3.02	-3.02	
J0908+3119	H.Li+,ApJ, 931, 147, 2022	09 08 52.87	+31 19 41.24	4674	2.06	-3.74	-3.74	-0.22
J0908+3207	H.Li+,ApJ, 931, 147, 2022	09 08 26.07	+32 07 16.69	5141	2.64	-2.74	-2.74	0.51
J0910+3854	H.Li+,ApJ, 931, 147, 2022	09 10 12.34	+38 54 56.01	4814	1.73	-3.5	-3.5	0.58
J091043.1-144419	C.M.Sakari+,ApJ, 868, 110, 2018	09 10 43.10	-14 44 18.6	4693	0.7	-3.04	-3.04	
J0913+0726	H.Li+,ApJ, 931, 147, 2022	09 13 13.83	+07 26 13.97	6015	4.44	-2.03	-2.03	0.1
J0914+2351	H.Li+,ApJ, 931, 147, 2022	09 14 33.08	+23 51 54.40	4604	1.29	-3.3	-3.3	0.11
J0918+5107	H.Li+,ApJ, 931, 147, 2022	09 18 52.08	+51 07 21.37	5032	2.18	-3.24	-3.24	
J091858.9-231151	C.M.Sakari+,ApJ, 868, 110, 2018	09 18 58.90	-23 11 51.2	4662	1.05	-2.05	-2.05	
J0924+2651	H.Li+,ApJ, 931, 147, 2022	09 24 49.09	+26 51 47.37	6299	3.98	-2.55	-2.55	0.03
J092949.7-290559	C.M.Sakari+,ApJ, 868, 110, 2018	09 29 49.74	-29 05 59.2	4737	0.96	-2.32	-2.32	
J0934+3511	H.Li+,ApJ, 931, 147, 2022	09 34 57.36	+35 11 31.25	6436	4.39	-3.23	-3.24	-0.24
J0934-0108	H.Li+,ApJ, 931, 147, 2022	09 34 08.81	-01 08 25.39	5155	2.73	-2.34	-2.34	0.21
J0938+2900	H.Li+,ApJ, 931, 147, 2022	09 38 42.71	+29 00 12.04	6583	4.07	-2.51	-2.5	-0.51
J0940-0144	H.Li+,ApJ, 931, 147, 2022	09 40 54.50	-01 44 54.76	6198	3.8	-2.09	-2.1	-0.04
J0946+1803	H.Li+,ApJ, 931, 147, 2022	09 46 45.55	+18 03 28.55	4847	2.49	-3.6	-3.6	0.75
J0946-0705	H.Li+,ApJ, 931, 147, 2022	09 46 47.31	-07 05 34.12	6029	3.97	-2.06	-2.06	0.3
J094634.8-062653	C.M.Sakari+,ApJ, 868, 110, 2018	09 46 34.80	-06 26 52.8	4370	0.56	-1.99	-2.01	-0.19
J0948+0000	H.Li+,ApJ, 931, 147, 2022	09 48 09.41	+00 00 08.15	6093	2.67	-2.79	-2.79	0.23
J0949+2707	H.Li+,ApJ, 931, 147, 2022	09 49 40.20	+27 07 03.44	6134	4.12	-2.9	-2.91	1.83
J094921.8-161722	C.M.Sakari+,ApJ, 868, 110, 2018	09 49 21.82	-16 17 22.1	4707	1.26	-2.24	-2.24	
J095036.7-250628	C.M.Sakari+,ApJ, 868, 110, 2018	09 50 36.67	-25 06 28.1	4815	1.56	-2.56	-2.56	
J095246.9-085554	C.M.Sakari+,ApJ, 868, 110, 2018	09 52 46.80	-08 55 55.2	4831	1.4	-2.79	-2.79	
J0953+5437	H.Li+,ApJ, 931, 147, 2022	09 53 48.66	+54 37 24.36	5370	3.25	-2.43	-2.43	0.24
J095801.8-144614	C.M.Sakari+,ApJ, 868, 110, 2018	09 58 01.81	-14 46 13.8	4756	1.48	-2.33	-2.33	
J1003-0358	H.Li+,ApJ, 931, 147, 2022	10 03 57.93	-03 58 51.95	6268	4.04	-2.18	-2.18	0.38
J100448.6-270650	C.M.Sakari+,ApJ, 868, 110, 2018	10 04 48.58	-27 06 50.0	4831	1.42	-2.4	-2.4	
J1005-0350	H.Li+,ApJ, 931, 147, 2022	10 05 56.94	-03 50 43.93	5262	3.21	-2.29	-2.29	0.21
J1011+3524	H.Li+,ApJ, 931, 147, 2022	10 11 26.48	+35 24 10.83	6114	4.38	-2.25	-2.25	0.41
J1015+4253	H.Li+,ApJ, 931, 147, 2022	10 15 10.19	+42 53 17.28	4946	1.93	-3.22	-3.22	-0.1
J1017+0821	H.Li+,ApJ, 931, 147, 2022	10 17 03.19	+08 21 33.29	6032	2.66	-2.7	-2.7	0.14
J1017+3755	H.Li+,ApJ, 931, 147, 2022	10 17 58.83	+37 55 57.05	5317	2.66	-2.88	-2.88	0.86
J1019+3050	H.Li+,ApJ, 931, 147, 2022	10 19 34.23	+30 50 18.57	4842	1.78	-2.74	-2.74	0.03
J1020+4046	H.Li+,ApJ, 931, 147, 2022	10 20 59.68	+40 46 55.16	6078	4.39	-2.88	-2.93	0.73
J102237.8-340021	C.M.Sakari+,ApJ, 868, 110, 2018	10 22 37.79	-34 00 21.0	4831	1.72	-2.14	-2.14	
J1028+2625	H.Li+,ApJ, 931, 147, 2022	10 28 31.65	+26 25 05.78	6065	4.54	-2.91	-2.93	-0.28
J103139.9-082759	C.M.Sakari+,ApJ, 868, 110, 2018	10 31 39.84	-08 27 57.6	5075	2.58	-2.24	-2.24	
J1032+4209	H.Li+,ApJ, 931, 147, 2022	10 32 15.45	+42 09 59.10	5102	2.45	-2.4	-2.4	0.32
J1035+3158	H.Li+,ApJ, 931, 147, 2022	10 35 12.43	+31 58 50.88	4645	1.03	-3.68	-3.68	
J103634.4-193436	C.M.Sakari+,ApJ, 868, 110, 2018	10 36 34.39	-19 34 35.5	4707	1.26	-2	-2	-0.05
J1037+0655	H.Li+,ApJ, 931, 147, 2022	10 37 31.17	+06 55 20.22	4723	1.61	-3.36	-3.47	-0.1
J1041+0710	H.Li+,ApJ, 931, 147, 2022	10 41 39.28	+07 10 47.90	5259	3.35	-2.8	-2.81	0.32
J1041+1056	H.Li+,ApJ, 931, 147, 2022	10 41 27.95	+10 56 28.00	6055	2.44	-2.83	-2.87	
J1044+2955	H.Li+,ApJ, 931, 147, 2022	10 44 39.67	+29 55 06.58	6220	4.12	-2.11	-2.11	0.18
J1044+3713	H.Li+,ApJ, 931, 147, 2022	10 44 21.95	+37 13 19.54	5609	3.42	-2.03	-2.03	0.23
J1044-0358	H.Li+,ApJ, 931, 147, 2022	10 44 10.95	-03 58 56.14	6333	3.99	-2.13	-2.13	0.59
J1049+1520	H.Li+,ApJ, 931, 147, 2022	10 49 43.46	+15 20 10.62	6139	3.91	-2.17	-2.17	0.25
J104921.9-115417	C.M.Sakari+,ApJ, 868, 110, 2018	10 49 21.93	-11 54 17.5	4915	2.37	-2.18	-2.18	
J1050+2135	H.Li+,ApJ, 931, 147, 2022	10 50 09.34	+21 35 33.28	6236	4.31	-2.33	-2.33	0.15
J1053+2721	H.Li+,ApJ, 931, 147, 2022	10 53 28.68	+27 21 59.65	4953	2.81	-2.3	-2.3	
J1058-0138	H.Li+,ApJ, 931, 147, 2022	10 58 42.45	-01 38 21.25	6080	4.18	-2.28	-2.28	-0.09
J1059+0208	H.Li+,ApJ, 931, 147, 2022	10 59 22.33	+02 08 13.11	5207	3.06	-2.3	-2.3	0.54
J105941.4-205225	C.M.Sakari+,ApJ, 868, 110, 2018	10 59 41.36	-20 52 25.4	4370	0.56	-2.16	-2.16	-0.03
J1101+2031	H.Li+,ApJ, 931, 147, 2022	11 01 49.39	+20 31 25.90	5301	2.81	-2.52	-2.52	0.33
J1102+0102	H.Li+,ApJ, 931, 147, 2022	11 02 35.99	+01 02 53.87	4956	2.4	-2.32	-2.32	0.68
J1105+3305	H.Li+,ApJ, 931, 147, 2022	11 05 27.22	+33 05 15.08	5007	2.21	-3.29	-3.3	0.06
J1106+5444	H.Li+,ApJ, 931, 147, 2022	11 06 55.64	+54 44 54.81	6417	4.29	-2.8	-2.8	-0.11
J1109+0754	H.Li+,ApJ, 931, 147, 2022	11 09 01.22	+07 54 41.79	4537	1.36	-3.31	-3.31	0.47
J1109+0754	M.K.Mardini+,ApJ, 903, 88, 2020	11 09 01.22	+07 54 41.8	4633	0.96	-3.17	-3.17	0.25
J111447.8-405219	G.R.Ruchti+,ApJ, 737, 9, 2011	11 14 47.76	-40 52 19.2	4968	1.46	-2.43	-2.43	
J1118-0650	H.Li+,ApJ, 931, 147, 2022	11 18 35.88	-06 50 44.98	4601	1.5	-3.5	-3.51	-0.39
J112034.0-240615	C.M.Sakari+,ApJ, 868, 110, 2018	11 20 33.95	-24 06 14.6	5045	1.48	-2.53	-2.53	
J1122+1223	H.Li+,ApJ, 931, 147, 2022	11 22 34.23	+12 23 14.68	5229	2.68	-2.3	-2.3	0.34
J1123+0937	H.Li+,ApJ, 931, 147, 2022	11 23 54.66	+09 37 41.62	6061	4.44	-2.45	-2.45	0.75
J112427.4-215510	C.M.Sakari+,ApJ, 868, 110, 2018	11 24 27.37	-21 55 09.5	4781	1.55	-2.33	-2.33	
J1125+1011	H.Li+,ApJ, 931, 147, 2022	11 25 26.24	+10 11 53.02	6285	3.97	-3.06	-3.06	0.22
J112651.4-180530	G.R.Ruchti+,ApJ, 737, 9, 2011	11 26 51.36	-18 05 31.2	5198	2.42	-2.21	-2.21	
J1127+1041	H.Li+,ApJ, 931, 147, 2022	11 27 25.19	+10 41 12.11	6164	4.47	-3.36	-3.38	0.12
J113017.1-144933	C.M.Sakari+,ApJ, 868, 110, 2018	11 30 17.05	-14 49 32.5	4985	2.44	-2.45	-2.45	
J1131+1329	H.Li+,ApJ, 931, 147, 2022	11 31 37.07	+13 29 27.36	5740	3.7	-2.33	-2.33	0.1
J1135+3100	H.Li+,ApJ, 931, 147, 2022	11 35 18.04	+31 00 22.70	6368	4.19	-2.84	-2.84	0.35
J1137+4413	H.Li+,ApJ, 931, 147, 2022	11 37 15.90	+44 13 21.91	6321	4.08	-2.13	-2.13	0.21
J113901.0-055814	C.M.Sakari+,ApJ, 868, 110, 2018	11 39 00.96	-05 58 15.6	4662	1.19	-1.98	-2	-0.01
J1142+3311	H.Li+,ApJ, 931, 147, 2022	11 42 02.97	+33 11 11.95	6166	3.91	-2.12	-2.12	0.24
J1144+4032	H.Li+,ApJ, 931, 147, 2022	11 44 17.58	+40 32 17.97	5501	4.37	-2.69	-2.69	-0.09
J1144+4425	H.Li+,ApJ, 931, 147, 2022	11 44 29.74	+44 25 50.13	5861	4.64	-2.44	-2.44	-0.13
J114440.9-040951	C.M.Sakari+,ApJ, 868, 110, 2018	11 44 40.80	-04 09 50.4	4614	1.03	-2.52	-2.52	
J1145+0359	H.Li+,ApJ, 931, 147, 2022	11 45 23.68	+03 59 45.95	4951	2.04	-2.43	-2.43	0.47
J114638.8-042240	C.M.Sakari+,ApJ, 868, 110, 2018	11 46 38.88	-04 22 40.8	4235	0.16	-2.05	-2.05	0.07
J1147+4458	H.Li+,ApJ, 931, 147, 2022	11 47 36.53	+44 58 54.16	5892	4.59	-2.4	-2.4	0.09
J114729.9-052145	C.M.Sakari+,ApJ, 868, 110, 2018	11 47 30.00	-05 21 43.2	4707	1.26	-2	-2	
J1151+1228	H.Li+,ApJ, 931, 147, 2022	11 51 44.37	+12 28 51.03	5254	3.12	-3.51	-3.5	-0.06
J1151-0054	H.Li+,ApJ, 931, 147, 2022	11 51 14.97	-00 54 11.34	6010	3.61	-3.05	-3.09	
J1152+1202	H.Li+,ApJ, 931, 147, 2022	11 52 47.05	+12 02 32.90	5536	4.69	-2	-2	-0.25
J1153+3112	H.Li+,ApJ, 931, 147, 2022	11 53 58.97	+31 12 05.13	4686	1.19	-3.12	-3.12	-0.07
J115337.3-020036	G.R.Ruchti+,ApJ, 737, 9, 2011	11 53 37.20	-02 00 36.0	5237	2.79	-2.14	-2.14	
J1158+0531	H.Li+,ApJ, 931, 147, 2022	11 58 52.14	+05 31 59.10	5634	3.61	-2.29	-2.29	0.27
J1158+0734	H.Li+,ApJ, 931, 147, 2022	11 58 22.21	+07 34 29.26	4415	1.08	-2.93	-2.93	0.2
J115801.3-152218	C.M.Sakari+,ApJ, 868, 110, 2018	11 58 01.28	-15 22 18.0	4981	1.47	-2.41	-2.41	
J120456.3-075923	C.M.Sakari+,ApJ, 868, 110, 2018	12 04 56.16	-07 59 24.0	4530	0.83	-2.72	-2.72	
J1206+4528	H.Li+,ApJ, 931, 147, 2022	12 06 13.93	+45 28 25.53	4933	1.78	-3.23	-3.23	0.06
J1207+1524	H.Li+,ApJ, 931, 147, 2022	12 07 11.07	+15 24 09.15	6321	4.18	-3.13	-3.11	-0.35
J1207+2244	H.Li+,ApJ, 931, 147, 2022	12 07 07.11	+22 44 46.98	4826	1.87	-2.76	-2.76	0.11
J1208+3954	H.Li+,ApJ, 931, 147, 2022	12 08 30.74	+39 54 08.42	4774	2.02	-2.64	-2.64	0.18
J1210+0023	H.Li+,ApJ, 931, 147, 2022	12 10 55.78	+00 23 54.30	6034	4.42	-2.15	-2.15	0.11
J1213+2506	H.Li+,ApJ, 931, 147, 2022	12 13 12.30	+25 06 59.87	4934	1.81	-2.83	-2.83	0.37
J1214+0453	H.Li+,ApJ, 931, 147, 2022	12 14 39.91	+04 53 47.97	6365	4.17	-3.15	-3.01	-0.16
J1214-0036	H.Li+,ApJ, 931, 147, 2022	12 14 19.56	-00 36 48.28	5339	2.84	-2.91	-2.91	0.06
J1216+0231	H.Li+,ApJ, 931, 147, 2022	12 16 12.02	+02 31 05.36	6027	3.51	-2.84	-2.84	-0.54
J1216-0244	H.Li+,ApJ, 931, 147, 2022	12 16 59.86	-02 44 23.50	6109	4.41	-2.02	-2.02	0.14
J1218+2838	H.Li+,ApJ, 931, 147, 2022	12 18 20.04	+28 38 31.34	4947	2.65	-2.13	-2.13	0.23
J121846.5-161051	C.M.Sakari+,ApJ, 868, 110, 2018	12 18 46.50	-16 10 50.8	4740	1.09	-3.24	-3.24	-0.3
J1220+1637	H.Li+,ApJ, 931, 147, 2022	12 20 46.05	+16 37 05.47	6376	3.79	-2.72	-2.7	-0.24
J1220+4231	H.Li+,ApJ, 931, 147, 2022	12 20 53.46	+42 31 53.58	4814	1.88	-2.8	-2.8	0.32
J1221+0907	H.Li+,ApJ, 931, 147, 2022	12 21 33.46	+09 07 16.84	5207	2.64	-2.34	-2.34	0.24
J1225-0452	H.Li+,ApJ, 931, 147, 2022	12 25 29.67	-04 52 15.48	4860	1.96	-2.52	-2.52	0.28
J1226+2323	H.Li+,ApJ, 931, 147, 2022	12 26 18.96	+23 23 17.56	4964	1.75	-2.47	-2.47	0.2
J122927.0-044233	C.M.Sakari+,ApJ, 868, 110, 2018	12 29 26.88	-04 42 32.4	4523	1.13	-2.23	-2.23	-0.1
J1230+2119	H.Li+,ApJ, 931, 147, 2022	12 30 33.93	+21 19 19.60	4892	2.21	-2.64	-2.64	0.17
J1231+1232	H.Li+,ApJ, 931, 147, 2022	12 31 00.04	+12 32 38.54	6303	3.87	-2.44	-2.44	0.02
J1233+1952	H.Li+,ApJ, 931, 147, 2022	12 33 41.93	+19 52 17.59	4386	0.87	-3.13	-3.13	-0.16
J1234+1420	H.Li+,ApJ, 931, 147, 2022	12 34 44.72	+14 20 45.68	6158	4.21	-2.14	-2.14	0.31
J1234+4201	H.Li+,ApJ, 931, 147, 2022	12 34 21.09	+42 01 57.73	6185	4.03	-2.03	-2.03	0.68
J1235+0956	H.Li+,ApJ, 931, 147, 2022	12 35 38.15	+09 56 16.18	6217	4.26	-2.26	-2.27	-0.43
J1235+3712	H.Li+,ApJ, 931, 147, 2022	12 35 55.99	+37 12 24.65	6105	2.6	-3.52	-3.5	0
J1236+3424	H.Li+,ApJ, 931, 147, 2022	12 36 03.30	+34 24 39.56	4937	1.77	-2.53	-2.53	0.34
J1237+1922	H.Li+,ApJ, 931, 147, 2022	12 37 46.67	+19 22 49.56	4989	2.05	-3.09	-3.09	0.38
J123749.3-094930	C.M.Sakari+,ApJ, 868, 110, 2018	12 37 49.44	-09 49 30.0	4370	0.56	-2.12	-2.12	0.02
J1240+5216	H.Li+,ApJ, 931, 147, 2022	12 40 22.72	+52 16 25.53	5204	2.73	-2.75	-2.75	0.12
J1250-0307	H.Li+,ApJ, 931, 147, 2022	12 50 39.88	-03 07 48.61	5344	3.11	-2.07	-2.07	0.14
J125039.9-030749	C.M.Sakari+,ApJ, 868, 110, 2018	12 50 39.87	-03 07 48.7	5060	2.35	-2.15	-2.15	
J1253+0753tn	H.Li+,ApJ, 931, 147, 2022	12 53 46.09	+07 53 43.08	6227	3.71	-3.83	-3.83	-0.2
J1256+2321	H.Li+,ApJ, 931, 147, 2022	12 56 25.81	+23 21 39.87	4663	1.56	-3.07	-3.07	-0.2
J125631.4-083410	C.M.Sakari+,ApJ, 868, 110, 2018	12 56 31.44	-08 34 08.4	4210	0.06	-2.34	-2.34	0
J1257+3749	H.Li+,ApJ, 931, 147, 2022	12 57 35.17	+37 49 04.39	4576	1.78	-2.92	-2.92	1.07
J1258+1755	H.Li+,ApJ, 931, 147, 2022	12 58 17.38	+17 55 30.62	5483	3.57	-2.68	-2.69	0.14
J1300+0633	H.Li+,ApJ, 931, 147, 2022	13 00 35.82	+06 33 56.42	5122	2.6	-2.61	-2.61	0.12
J1301+2338	H.Li+,ApJ, 931, 147, 2022	13 01 59.13	+23 38 40.77	4797	1.85	-2.55	-2.55	0.33
J130200.0-084328	C.M.Sakari+,ApJ, 868, 110, 2018	13 02 00.00	-08 43 30.0	4567	0.46	-1.95	-2	0.41
J1305+1200	H.Li+,ApJ, 931, 147, 2022	13 05 17.35	+12 00 17.37	5123	2.76	-2.32	-2.32	-0.77
J1305+2137	H.Li+,ApJ, 931, 147, 2022	13 05 52.31	+21 37 17.52	5152	3.01	-2.38	-2.38	0.23
J1305+2815	H.Li+,ApJ, 931, 147, 2022	13 05 34.80	+28 15 10.54	6218	3.87	-2.86	-2.87	-0.09
J1306+0846	H.Li+,ApJ, 931, 147, 2022	13 06 07.75	+08 46 17.91	6421	3.94	-3.25	-3.26	-0.25
J1313-0552	H.Li+,ApJ, 931, 147, 2022	13 13 31.18	-05 52 12.43	4707	2.43	-4.3	-4.3	-0.03
J1313-0552tn	H.Li+,ApJ, 931, 147, 2022	13 13 31.18	-05 52 12.43	4712	2.83	-4.37	-4.36	0.09
J1314+3741	H.Li+,ApJ, 931, 147, 2022	13 14 57.78	+37 41 10.73	5720	3.77	-2.67	-2.67	0.96
J1314+5232	H.Li+,ApJ, 931, 147, 2022	13 14 30.27	+52 32 25.31	6130	3.83	-2.17	-2.17	0.28
J1315+2045	H.Li+,ApJ, 931, 147, 2022	13 15 17.34	+20 45 00.70	5068	1.84	-3.3	-3.37	0.79
J1320+1609	H.Li+,ApJ, 931, 147, 2022	13 20 03.46	+16 09 29.61	6216	4.14	-2.52	-2.51	-0.08
J1321+3205	H.Li+,ApJ, 931, 147, 2022	13 21 54.26	+32 05 01.53	5476	3.33	-2.98	-2.98	-0.15
J132139.3-113805	C.M.Sakari+,ApJ, 868, 110, 2018	13 21 39.25	-11 38 04.9	4568	1.2	-2.44	-2.44	
J1324+0211	H.Li+,ApJ, 931, 147, 2022	13 24 14.95	+02 11 12.10	6030	3.89	-2.23	-2.23	0.3
J132414.3-180620	G.R.Ruchti+,ApJ, 737, 9, 2011	13 24 14.40	-18 06 21.6	4924	1.81	-2.2	-2.2	
J1326+3937	H.Li+,ApJ, 931, 147, 2022	13 26 11.11	+39 37 11.79	5031	2.2	-2.48	-2.48	0.56
J132604.5-152502	G.R.Ruchti+,ApJ, 737, 9, 2011	13 26 04.50	-15 25 02.0	4729	1.62	-1.74		
J132604.5-152502	C.M.Sakari+,ApJ, 868, 110, 2018	13 26 04.51	-15 25 02.1	4798	1.33	-2.38	-2.38	
J1327+0710	H.Li+,ApJ, 931, 147, 2022	13 27 29.06	+07 10 51.97	6101	4.33	-3.25	-3.26	-0.41
J132846.9-173136	C.M.Sakari+,ApJ, 868, 110, 2018	13 28 46.94	-17 31 36.4	4495	0.67	-2.2	-2.2	
J1333+4937	H.Li+,ApJ, 931, 147, 2022	13 33 45.12	+49 37 25.72	5906	2.58	-2.96	-2.95	-0.01
J133352.8-262354	C.M.Sakari+,ApJ, 868, 110, 2018	13 33 52.82	-26 23 53.9	4821	1.72	-2.12	-2.12	
J133514.0-011052	C.M.Sakari+,ApJ, 868, 110, 2018	13 35 13.92	-01 10 51.6	4568	1.07	-2.45	-2.45	
J1337-0118	H.Li+,ApJ, 931, 147, 2022	13 37 51.95	-01 18 52.55	6005	2.71	-2.73	-2.73	-0.05
