# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
SAGA_Scl_000565	A.Chiti+,ApJ, 856, 142, 2018	00 59 10.25	-33 45 53.36	4824	1.87	-2.42	-2.42	
SAGA_Scl_000566	A.Chiti+,ApJ, 856, 142, 2018	00 59 55.48	-33 45 51.48	5244	2.88	-2.99	-2.99	
SAGA_Scl_000567	A.Chiti+,ApJ, 856, 142, 2018	01 00 15.26	-33 45 49.87	4814	1.83	-2.94	-2.94	
SAGA_Scl_000568	A.Chiti+,ApJ, 856, 142, 2018	00 59 45.37	-33 45 34.19	4740	1.66	-2.97	-2.97	
SAGA_Scl_000570	A.Chiti+,ApJ, 856, 142, 2018	01 01 27.22	-33 45 15.31	4671	1.51	-3.05	-3.05	
SAGA_Scl_000571	A.Chiti+,ApJ, 856, 142, 2018	00 59 51.56	-33 45 07.76	5419	3.32	-2.84	-2.84	
SAGA_Scl_000572	A.Chiti+,ApJ, 856, 142, 2018	01 00 15.87	-33 45 01.90	4616	1.39	-3.05	-3.05	
SAGA_Scl_000574	A.Chiti+,ApJ, 856, 142, 2018	00 59 59.33	-33 44 24.34	4711	1.6	-3.05	-3.05	
SAGA_Scl_000575	A.Chiti+,ApJ, 856, 142, 2018	01 00 40.35	-33 44 14.23	4603	1.36	-2.97	-2.97	
SAGA_Scl_000576	A.Chiti+,ApJ, 856, 142, 2018	00 59 06.14	-33 44 11.39	4552	1.37	-2.02	-2.02	
SAGA_Scl_000577	A.Chiti+,ApJ, 856, 142, 2018	00 59 58.64	-33 43 29.30	5199	2.69	-3.1	-3.1	
SAGA_Scl_000578	A.Chiti+,ApJ, 856, 142, 2018	01 01 13.19	-33 43 20.56	4681	1.53	-3.06	-3.06	
SAGA_Scl_000579	A.Chiti+,ApJ, 856, 142, 2018	01 00 38.71	-33 43 16.58	5227	2.81	-2.1	-2.1	
SAGA_Scl_000581	A.Chiti+,ApJ, 856, 142, 2018	01 00 33.05	-33 43 02.26	5151	2.61	-2.55	-2.55	
SAGA_Scl_000582	A.Chiti+,ApJ, 856, 142, 2018	01 00 48.14	-33 42 13.32	4859	1.93	-2.91	-2.91	
SAGA_Scl_000583	A.Chiti+,ApJ, 856, 142, 2018	00 59 55.22	-33 42 11.34	4624	1.4	-3.05	-3.05	
SAGA_Scl_000584	A.Chiti+,ApJ, 856, 142, 2018	00 58 57.88	-33 41 50.34	4635	1.43	-2.98	-2.98	
SAGA_Scl_000585	A.Chiti+,ApJ, 856, 142, 2018	01 00 23.49	-33 41 46.18	4785	1.76	-2.83	-2.83	
SAGA_Scl_000588	A.Chiti+,ApJ, 856, 142, 2018	01 00 11.19	-33 40 38.65	4790	1.78	-2.96	-2.96	
SAGA_Scl_000589	A.Chiti+,ApJ, 856, 142, 2018	00 59 36.61	-33 40 38.51	4810	1.75	-2.85	-2.85	
SAGA_Scl_000590	A.Chiti+,ApJ, 856, 142, 2018	00 59 26.68	-33 40 22.43	4662	1.49	-3.23	-3.23	
SAGA_Scl_000592	A.Chiti+,ApJ, 856, 142, 2018	00 59 38.42	-33 40 11.57	4805	1.81	-2.94	-2.94	
SAGA_Scl_000593	A.Chiti+,ApJ, 856, 142, 2018	01 00 57.56	-33 39 39.74	4746	1.64	-2.5	-2.5	
SAGA_Scl_000598	A.Chiti+,ApJ, 856, 142, 2018	01 00 12.77	-33 38 53.56	4646	1.45	-3.14	-3.14	
SAGA_Scl_000601	A.Chiti+,ApJ, 856, 142, 2018	00 59 17.20	-33 38 06.68	4606	1.36	-3.05	-3.05	
SAGA_Scl_000602	A.Chiti+,ApJ, 856, 142, 2018	00 58 49.80	-33 37 19.10	4719	1.61	-3.05	-3.05	
SAGA_Scl_000604	A.Chiti+,ApJ, 856, 142, 2018	01 01 19.89	-33 35 57.44	5055	2.41	-2.95	-2.95	
SAGA_Scl_000605	A.Chiti+,ApJ, 856, 142, 2018	00 59 42.30	-33 35 47.28	4769	1.66	-3.14	-3.14	
SAGA_Scl_000606	A.Chiti+,ApJ, 856, 142, 2018	01 00 34.10	-33 35 08.73	4615	1.38	-2.74	-2.74	
SAGA_Scl_000607	A.Chiti+,ApJ, 856, 142, 2018	00 58 38.77	-33 35 02.28	4461	0.98	-2.4	-2.4	
SAGA_Scl_000608	A.Chiti+,ApJ, 856, 142, 2018	00 58 37.07	-33 34 08.10	5518	3.59	-2.41	-2.41	
SAGA_Seg1_000001	J.D.Simon+,ApJ, 733, 46, 2011	10 07 02.46	+15 50 55.2	5148	2.64	-2.48	-2.46	
SAGA_Seg1_000001	J.E.Norris+,ApJ, 723, 1632, 2010	10 07 02.46	+15 50 55.3	5200	2.6		-2.2	
SAGA_Seg1_000001	L.C.Vargas+,ApJ, 767, 134, 2013	10 07 02.46	+15 50 55.2				-2.32	
SAGA_Seg1_000001	A.Frebel+,ApJ, 786, 74, 2014	10 07 02.5	+15 50 55.3	5161	2.5	-2.32	-2.32	0.15
SAGA_Seg1_000003	J.D.Simon+,ApJ, 733, 46, 2011	10 07 42.71	+16 01 06.8	5251	2.76	-2.5	-2.48	
SAGA_Seg1_000003	J.E.Norris+,ApJ, 723, 1632, 2010	10 07 42.72	+16 01 06.9	5420	3.3			
SAGA_Seg1_000003	L.C.Vargas+,ApJ, 767, 134, 2013	10 07 42.71	+16 01 06.9				-2.43	
SAGA_Seg1_000003	A.Frebel+,ApJ, 786, 74, 2014	10 07 42.7	+16 01 06.9	5242	2.55	-2.4	-2.4	-0.23
SAGA_Seg1_000007	J.E.Norris+,ApJ, 723, 1632, 2010	10 08 14.45	+16 05 01.2	4960	1.9		-3.5	
SAGA_Seg1_000007	J.E.Norris+,ApJ, 722, L104, 2010	10 08 14.4	+16 05 01	4960	1.9	-3.52	-3.58	0.51
SAGA_Seg1_000010	J.D.Simon+,ApJ, 733, 46, 2011	10 06 39.33	+16 00 08.5	5643	3.21	-3.4	<-3.38	
SAGA_Seg1_000010	A.Frebel+,ApJ, 786, 74, 2014	10 06 39.3	+16 00 08.9	5170	2.5	-3.78	-3.78	0.28
SAGA_Seg1_000011	J.D.Simon+,ApJ, 733, 46, 2011	10 06 52.32	+16 02 35.8	5271	2.85	-3.4	-3.38	
SAGA_Seg1_000011	L.C.Vargas+,ApJ, 767, 134, 2013	10 06 52.33	+16 02 35.8				-3.42	
SAGA_Seg1_000011	A.Frebel+,ApJ, 786, 74, 2014	10 06 52.3	+16 02 35.8	5484	3.3	-3.6	-3.6	0.11
SAGA_Seg2_000001	E.N.Kirby+,ApJ, 770, 16, 2013	02 19 22.710	+20 04 43.28				-2.25	
SAGA_Seg2_000002	E.N.Kirby+,ApJ, 770, 16, 2013	02 19 04.930	+20 07 15.38				-2.29	
SAGA_Seg2_000003	E.N.Kirby+,ApJ, 770, 16, 2013	02 19 20.870	+20 07 53.96				-2.3	
SAGA_Seg2_000004	E.N.Kirby+,ApJ, 770, 16, 2013	02 19 33.136	+20 08 30.34				-2.85	
SAGA_Seg2_000005	E.N.Kirby+,ApJ, 770, 16, 2013	02 19 17.105	+20 09 30.57				-2.2	
SAGA_Seg2_000006	E.N.Kirby+,ApJ, 770, 16, 2013	02 19 29.325	+20 09 31.92				-2.68	
SAGA_Seg2_000008	E.N.Kirby+,ApJ, 770, 16, 2013	02 19 24.278	+20 10 16.99				-2.53	
SAGA_Seg2_000009	E.N.Kirby+,ApJ, 770, 16, 2013	02 19 28.043	+20 11 15.17				-2.03	
SAGA_Sex_000003	M.D.Shetrone+,ApJ, 548, 592, 2001	10 13 11.55	-01 43 01.8	4325	0.1	-2.85	-2.85	
SAGA_Sex_000003	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 11.57	-01 43 01.4	4430	0.8	-2.66	-2.49	
SAGA_Sex_000004	M.D.Shetrone+,ApJ, 548, 592, 2001	10 13 04.92	-01 39 12.9	4425	1.1	-2.19	-2.19	<0.24
SAGA_Sex_000004	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 04.96	-01 39 13.4	4493	1.01	-2.16		
SAGA_Sex_000006	W.Aoki+,AAP, 502, 569, 2009	10 13 24.48	-02 12 03.5	4730	1.1	-2.7	-2.72	-0.07
SAGA_Sex_000006	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 24.48	-02 12 03.5				-2.86	
SAGA_Sex_000007	W.Aoki+,AAP, 502, 569, 2009	10 13 34.70	-02 07 57.9	4620	1.2	-2.7	-2.71	-0.74
SAGA_Sex_000007	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 34.70	-02 07 57.9				-2.99	
SAGA_Sex_000008	W.Aoki+,AAP, 502, 569, 2009	10 11 26.92	-02 05 41.7	4620	1.2	-3.1	-3.15	0.16
SAGA_Sex_000008	S.Honda+,PASJ, 63, S523, 2011	10 11 26.96	-02 05 41.6	4600	1.2	-3.1	-3.07	0.08
SAGA_Sex_000009	W.Aoki+,AAP, 502, 569, 2009	10 11 42.96	-02 03 50.4	4400	0.6	-2.8	-2.81	-0.15
SAGA_Sex_000009	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 42.96	-02 03 50.4				-2.84	
SAGA_Sex_000010	W.Aoki+,AAP, 502, 569, 2009	10 11 17.15	-02 00 24.0	4570	1.4	-2.8	-2.8	-0.22
SAGA_Sex_000011	W.Aoki+,AAP, 502, 569, 2009	10 13 45.48	-01 56 16.3	4560	1.3	-2.9	-2.89	-0.03
SAGA_Sex_000011	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 45.48	-01 56 16.3				-2.99	
SAGA_Sex_000012	M.Tafelmeyer+,AAP, 524, A58, 2010	10 13 41.77	-02 11 24.1	4377	0.57	-2.56	-2.94	0.03
SAGA_Sex_000012	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 41.77	-02 11 24.1				-2.68	
SAGA_Sex_000014	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 41.69	-01 48 27.8	5084	2.52	-2.66	-2.49	
SAGA_Sex_000015	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 40.66	-01 48 25.5	5087	2.49	-2.55	-2.38	
SAGA_Sex_000016	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 45.47	-01 47 56.0				-2.34	
SAGA_Sex_000016	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 45.51	-01 47 56.0	5232	1.71	-1.91		
SAGA_Sex_000019	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 26.01	-01 47 10.5	5450	2.94	-2.43	-2.26	
SAGA_Sex_000021	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 21.98	-01 47 01.0				-2.29	
SAGA_Sex_000021	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 21.99	-01 47 00.6	4496	1.02	-2.19	-2.02	
SAGA_Sex_000026	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 19.11	-01 46 06.7	5198	2.51	-2.17	-2	
SAGA_Sex_000027	E.N.Kirby+,ApJS, 191, 352, 2010	10 11 52.31	-01 45 50.9	5006	2.17	-2.21	-2.04	
SAGA_Sex_000032	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 04.14	-01 44 44.6	4768	1.62	-2.87	-2.7	
SAGA_Sex_000033	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 26.92	-01 44 31.8				-2.81	
SAGA_Sex_000033	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 26.93	-01 44 31.4	4946	1.75	-2.97	-2.8	
SAGA_Sex_000035	E.N.Kirby+,ApJS, 191, 352, 2010	10 11 46.28	-01 44 06.7	5246	2.65	-2.83	-2.66	
SAGA_Sex_000040	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 28.78	-01 41 48.0	5187	2.36	-3.3	-3.13	
SAGA_Sex_000041	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 38.85	-01 41 45.0				-2.07	
SAGA_Sex_000041	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 38.88	-01 41 44.7	4851	1.7	-1.81		
SAGA_Sex_000044	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 07.57	-01 41 12.9				-2.43	
SAGA_Sex_000044	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 07.62	-01 41 13.1	4982	1.82	-2.17	-2	
SAGA_Sex_000045	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 00.79	-01 41 05.9	4999	2.21	-2.36	-2.19	
SAGA_Sex_000054	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 00.92	-01 39 28.6	5169	2.8	-2.38	-2.21	
SAGA_Sex_000056	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 56.32	-01 39 21.1				-2.32	
SAGA_Sex_000056	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 56.31	-01 39 21.3	4827	1.7	-2.2	-2.03	
SAGA_Sex_000063	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 25.55	-01 38 24.0	5149	2.4	-2.45	-2.28	
SAGA_Sex_000064	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 25.99	-01 38 18.8	4999	2.26	-2.5	-2.33	
SAGA_Sex_000065	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 37.90	-01 38 16.2	5119	2.14	-2.3	-2.13	
SAGA_Sex_000072	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 46.59	-01 36 36.9	5162	2.51	-2.26	-2.09	
SAGA_Sex_000074	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 44.99	-01 36 30.8				-2.68	
SAGA_Sex_000074	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 45.02	-01 36 30.4	4985	1.74	-3.03	-2.86	
SAGA_Sex_000075	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 55.89	-01 36 26.5	5118	2.52	-2.28	-2.11	
SAGA_Sex_000076	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 01.44	-01 36 23.9	4933	2	-3.01	-2.84	
SAGA_Sex_000079	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 25.98	-01 36 10.9				-2.06	
SAGA_Sex_000079	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 26.01	-01 36 10.9	4725	1.55	-1.68		
SAGA_Sex_000079	G.E.Duggan+,ApJ, 869, 50, 2018	10 13 26.01	-01 36 10.9	4728	1.55	-1.67		
SAGA_Sex_000082	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 08.95	-01 36 04.3	4990	1.82	-2.21	-2.04	
SAGA_Sex_000088	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 41.45	-01 35 38.8				-2.01	
SAGA_Sex_000088	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 41.48	-01 35 38.5	4816	1.7	-2.41	-2.24	
SAGA_Sex_000091	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 25.24	-01 35 27.8	5190	2.53	-2.17	-2	
SAGA_Sex_000094	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 18.28	-01 35 15.7				-2.33	
SAGA_Sex_000094	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 18.30	-01 35 15.6	4825	1.71	-2.17	-2	
SAGA_Sex_000095	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 19.74	-01 35 15.5	5041	2.23	-2.53	-2.36	
SAGA_Sex_000097	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 31.96	-01 34 54.0	5062	2.07	-2.36	-2.19	
SAGA_Sex_000101	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 25.36	-01 34 41.8	5151	2.37	-2.63	-2.46	
SAGA_Sex_000102	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 53.33	-01 34 40.5	4800	1.79	-2.33	-2.16	
SAGA_Sex_000107	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 18.26	-01 34 31.9	5264	2.63	-2.62	-2.45	
SAGA_Sex_000108	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 06.71	-01 34 19.2	4932	2.01	-2.27	-2.1	
SAGA_Sex_000110	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 00.36	-01 33 57.6	5251	2.7	-2.31	-2.14	
SAGA_Sex_000111	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 01.13	-01 33 50.6	4765	1.63	-2.32	-2.15	
SAGA_Sex_000114	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 40.27	-01 33 39.7				-2.05	
SAGA_Sex_000114	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 40.28	-01 33 39.6	4447	1.01	-2		
SAGA_Sex_000115	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 21.18	-01 33 35.6	5117	2.45	-2.55	-2.38	
SAGA_Sex_000117	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 45.89	-01 33 16.6	5221	2.79	-2.25	-2.08	
SAGA_Sex_000118	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 43.07	-01 33 10.9	5005	2.24	-2.36	-2.19	
SAGA_Sex_000119	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 45.10	-01 33 00.9	5964	2.75	-2.55	-2.38	
SAGA_Sex_000120	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 12.77	-01 32 56.6	5259	2.7	-2.24	-2.07	
SAGA_Sex_000121	E.N.Kirby+,ApJS, 191, 352, 2010	10 12 47.71	-01 32 55.7	5002	2.15	-2.92	-2.75	
SAGA_Sex_000122	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 21.32	-01 32 42.2	5135	2.35	-2.52	-2.35	
SAGA_Sex_000127	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 37.28	-01 32 04.5	5040	1.93	-2.19	-2.02	
SAGA_Sex_000129	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 20.75	-01 31 59.1	4835	1.48	-2.75	-2.58	
SAGA_Sex_000131	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 52.48	-01 31 58.0	5168	2.6	-2.19	-2.02	
SAGA_Sex_000136	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 18.79	-01 31 13.8	4471	1.1	-2.49	-2.32	
SAGA_Sex_000137	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 30.52	-01 31 09.2	5316	2.92	-2.21	-2.04	
SAGA_Sex_000139	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 27.34	-01 30 56.8	5083	2.26	-2.88	-2.71	
SAGA_Sex_000140	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 45.41	-01 30 47.7	5094	2.46	-2.65	-2.48	
SAGA_Sex_000141	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 31.77	-01 30 43.7	5366	2.73	-2.5	-2.33	
SAGA_Sex_000142	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 23.90	-01 30 34.4	4887	1.91	-2.22	-2.05	
SAGA_Sex_000145	M.Tafelmeyer+,AAP, 524, A58, 2010	10 15 02.65	-01 29 55.9	4395	0.75	-2.7	-2.93	0.42
SAGA_Sex_000146	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 30.34	-01 29 43.5	5034	2.36	-3.4	-3.23	
SAGA_Sex_000149	E.N.Kirby+,ApJS, 191, 352, 2010	10 13 13.69	-01 29 28.2	5460	3.03	-2.21	-2.04	
SAGA_Sex_000150	G.Battaglia+,MNRAS, 411, 1013, 2011	10 14 33.84	-02 27 46.0				-3.15	
SAGA_Sex_000151	G.Battaglia+,MNRAS, 411, 1013, 2011	10 14 15.23	-02 26 05.2				-3.2	
SAGA_Sex_000152	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 49.64	-02 17 42.6				-2.98	
SAGA_Sex_000153	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 12.41	-02 15 00.1				-2.75	
SAGA_Sex_000154	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 43.50	-02 08 44.8				-2.76	
SAGA_Sex_000156	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 27.30	-02 06 32.3				-2.3	
SAGA_Sex_000157	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 29.38	-02 06 23.3				-2.97	
SAGA_Sex_000158	G.Battaglia+,MNRAS, 411, 1013, 2011	10 14 08.95	-02 06 20.7				-2.75	
SAGA_Sex_000159	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 41.23	-02 06 08.6				-2.13	
SAGA_Sex_000160	G.Battaglia+,MNRAS, 411, 1013, 2011	10 14 03.64	-02 05 47.6				-2.79	
SAGA_Sex_000161	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 52.71	-02 05 19.7				-2.64	
SAGA_Sex_000162	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 12.41	-02 04 32.8				-2.63	
SAGA_Sex_000163	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 39.77	-02 04 00.3				-2.19	
SAGA_Sex_000164	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 17.30	-02 02 34.3				-2.36	
SAGA_Sex_000165	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 02.08	-02 02 23.6				-2.61	
SAGA_Sex_000166	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 34.02	-02 02 11.8				-2.8	
SAGA_Sex_000167	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 13.71	-02 00 49.5				-2.74	
SAGA_Sex_000168	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 42.18	-02 00 35.9				-2.09	
SAGA_Sex_000170	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 33.05	-01 59 52.9				-2.27	
SAGA_Sex_000171	G.Battaglia+,MNRAS, 411, 1013, 2011	10 14 15.62	-01 59 31.6				-2.39	
SAGA_Sex_000172	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 44.71	-01 59 23.8				-2.11	
SAGA_Sex_000174	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 39.95	-01 59 04.5				-2.69	
SAGA_Sex_000176	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 17.47	-01 58 27.5				-2.36	
SAGA_Sex_000177	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 35.40	-01 58 13.7				-2.41	
SAGA_Sex_000181	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 41.25	-01 56 09.8				-2.02	
SAGA_Sex_000182	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 51.07	-01 54 42.4				-2.19	
SAGA_Sex_000184	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 18.55	-01 54 11.3				-3.04	
SAGA_Sex_000187	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 57.34	-01 53 10.7				-2.29	
SAGA_Sex_000190	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 41.74	-01 51 47.5				-2.11	
SAGA_Sex_000191	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 54.60	-01 51 38.0				-2.51	
SAGA_Sex_000192	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 00.67	-01 51 22.3				-2.12	
SAGA_Sex_000193	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 40.72	-01 51 12.8				-3.79	
SAGA_Sex_000194	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 38.13	-01 49 45.9				-2	
SAGA_Sex_000195	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 22.05	-01 49 14.1				-2.83	
SAGA_Sex_000196	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 05.01	-01 48 47.1				-2.52	
SAGA_Sex_000197	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 27.89	-01 48 05.2				-2.79	
SAGA_Sex_000199	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 26.07	-01 45 25.0				-3.2	
SAGA_Sex_000200	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 04.89	-01 45 10.9				-2.67	
SAGA_Sex_000203	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 37.41	-01 44 32.0				-2.25	
SAGA_Sex_000204	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 44.70	-01 42 48.9				-2.47	
SAGA_Sex_000205	G.Battaglia+,MNRAS, 411, 1013, 2011	10 07 56.55	-01 42 39.1				-2.78	
SAGA_Sex_000206	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 49.32	-01 42 18.0				-2.05	
SAGA_Sex_000208	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 38.67	-01 40 45.8				-2.01	
SAGA_Sex_000211	G.Battaglia+,MNRAS, 411, 1013, 2011	10 10 53.39	-01 39 42.1				-2.71	
SAGA_Sex_000212	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 57.21	-01 38 55.4				-2.22	
SAGA_Sex_000213	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 40.20	-01 38 48.4				-2.84	
SAGA_Sex_000214	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 08.70	-01 38 37.0				-2.56	
SAGA_Sex_000215	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 02.46	-01 38 01.2				-3.17	
SAGA_Sex_000216	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 05.27	-01 37 44.8				-2.05	
SAGA_Sex_000217	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 35.78	-01 37 41.5				-2.07	
SAGA_Sex_000218	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 19.05	-01 36 43.7				-2.65	
SAGA_Sex_000219	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 42.13	-01 36 00.3				-2.03	
SAGA_Sex_000220	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 51.30	-01 35 59.2				-2.44	
SAGA_Sex_000221	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 00.07	-01 35 13.6				-2.86	
SAGA_Sex_000222	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 10.16	-01 34 22.9				-2.11	
SAGA_Sex_000223	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 27.38	-01 34 04.8				-2.11	
SAGA_Sex_000225	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 44.14	-01 33 42.8				-2.74	
SAGA_Sex_000226	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 41.60	-01 32 51.6				-2.04	
SAGA_Sex_000228	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 08.80	-01 31 08.5				-2.2	
SAGA_Sex_000229	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 33.05	-01 30 53.7				-2.84	
SAGA_Sex_000231	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 51.94	-01 30 00.9				-2.62	
SAGA_Sex_000233	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 01.39	-01 29 54.8				-2.4	
SAGA_Sex_000234	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 46.11	-01 29 43.5				-2.73	
SAGA_Sex_000236	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 51.41	-01 29 19.7				-2.35	
SAGA_Sex_000238	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 40.27	-01 29 07.7				-2.34	
SAGA_Sex_000240	G.Battaglia+,MNRAS, 411, 1013, 2011	10 12 59.48	-01 28 03.4				-2.04	
SAGA_Sex_000241	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 18.97	-01 26 58.2				-2.53	
SAGA_Sex_000242	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 45.77	-01 26 44.8				-2.08	
SAGA_Sex_000243	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 17.14	-01 26 38.1				-2.27	
SAGA_Sex_000244	G.Battaglia+,MNRAS, 411, 1013, 2011	10 13 21.75	-01 26 20.5				-2.28	
SAGA_Sex_000245	G.Battaglia+,MNRAS, 411, 1013, 2011	10 11 39.96	-01 26 11.6				-3.21	
